中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,606 Mbps,77619 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,69 ms,83 Mbps,10649 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,510 Mbps,65331 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,26 ms,640 Mbps,82022 kB/s
129.146.46.164,443,129.146.46.164,US,264 Mbps,33894 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,352 Mbps,45056 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,308 Mbps,39526 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,248 Mbps,31744 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,57 Mbps,7369 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,104 ms,304 Mbps,38912 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,253 Mbps,32460 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,96 ms,47 Mbps,6087 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,81 ms,37 Mbps,4767 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,232 Mbps,29798 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,76 ms,294 Mbps,37683 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,156 ms,46 Mbps,5976 kB/s
141.147.13.236,443,2a0b:21c0:1007:1cb:0:6df4:a964:fcf8,DE,Frankfurt,隧道,90 ms,200 Mbps,25702 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,67 ms,312 Mbps,40038 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,71 ms,300 Mbps,38400 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,90 ms,209 Mbps,26828 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,275 Mbps,35225 kB/s
192.18.128.200,443,2603:c024:c012:de20:522a:c213:b2be:66e4,US,San Jose,隧道,75 ms,47 Mbps,6085 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,49 ms,1024 Mbps,131072 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,212 Mbps,27238 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,115 ms,154 Mbps,19763 kB/s
150.230.112.102,443,2a0b:21c0:100a:1b1:0:9c53:ba80:50e9,DE,Frankfurt,隧道,113 ms,114 Mbps,14643 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,81 ms,234 Mbps,30003 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,17 ms,18 Mbps,2354 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,216 Mbps,27750 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,42 Mbps,5437 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,71 ms,287 Mbps,36761 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,213 Mbps,27340 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,95 ms,45 Mbps,5780 kB/s
130.162.172.74,443,2a0b:21c0:100a:1b0:0:a70b:3a55:3679,DE,Amsterdam,隧道,96 ms,116 Mbps,14848 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,102 ms,47 Mbps,6126 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,82 ms,231 Mbps,29593 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,184 ms,83 Mbps,10649 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,191 ms,148 Mbps,19046 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,London,隧道,183 ms,163 Mbps,20889 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,227 ms,420 Mbps,53862 kB/s
