中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,280 Mbps,35942 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,68 ms,338 Mbps,43315 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,270 Mbps,34611 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,43 ms,635 Mbps,81305 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,210 Mbps,26931 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,256 Mbps,32870 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,63 ms,282 Mbps,36147 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,42 Mbps,5408 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,85 ms,296 Mbps,37990 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,3 ms,78 Mbps,10035 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,312 Mbps,39936 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,81 ms,27 Mbps,3493 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,82 ms,48 Mbps,6171 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,74 ms,64 Mbps,8298 kB/s
130.61.23.77,443,130.61.23.77,DE,148 Mbps,18944 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,55 ms,329 Mbps,42188 kB/s
3.144.191.4,443,3.144.191.4,US,Ashburn,中转,84 ms,516 Mbps,66150 kB/s
152.67.44.30,443,152.67.44.30,BR,S
