中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,349 Mbps,44748 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::c:336,US,Los Angeles,隧道,49 ms,71 Mbps,9183 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,396 Mbps,50790 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,952 Mbps,121856 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,21 ms,7 Mbps,963 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,53 ms,463 Mbps,59289 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,51 ms,476 Mbps,60928 kB/s
192.9.138.241,443,192.9.138.241,US,407 Mbps,52121 kB/s
129.146.46.164,443,129.146.46.164,US,302 Mbps,38707 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,78 ms,453 Mbps,58060 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,118 ms,44 Mbps,5690 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,340 Mbps,43622 kB/s
141.147.111.117,443,2606:f240:f00:83a7:0:3d8c:2f8:842,US,Frankfurt,隧道,135 ms,179 Mbps,22937 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,22 ms,69 Mbps,8921 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,102 ms,44 Mbps,5698 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,39 ms,534 Mbps,68403 kB/s
129.146.168.102,443,104.28.205.111,US,Los Angeles,隧道,51 ms,39 Mbps,5013 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,180 Mbps,23142 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,61 ms,464 Mbps,59494 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,52 ms,389 Mbps,49868 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,452 Mbps,57958 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,177 Mbps,22732 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,248 Mbps,31744 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,54 ms,44 Mbps,5692 kB/s
141.147.84.57,443,98.98.166.170,US,Frankfurt,隧道,112 ms,175 Mbps,22425 kB/s
130.61.23.77,443,130.61.23.77,164 Mbps,20992 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,61 ms,53 Mbps,6860 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,104 ms,24 Mbps,3159 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,73 ms,60 Mbps,7771 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,109 ms,38 Mbps,4918 kB/s
143.47.225.238,443,2a0b:21c0:1007:1c7:0:5e51:a360:e66,DE,Frankfurt,隧道,109 ms,192 Mbps,24678 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,49 ms,154 Mbps,19763 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,123 ms,8 Mbps,1137 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,183 Mbps,23449 kB/s
130.162.52.206,443,2a0b:21c0:100a:1b0:0:cb7a:9c1e:4813,DE,Frankfurt,隧道,112 ms,190 Mbps,24371 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,244 ms,35 Mbps,4558 kB/s
193.123.187.233,443,2a0b:21c0:100a:1b6:0:16b8:873c:519f,DE,Frankfurt,隧道,109 ms,104 Mbps,13312 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,227 ms,19 Mbps,2441 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,52 ms,452 Mbps,57856 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,58 ms,385 Mbps,49356 kB/s
