中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,32 ms,36 Mbps,4641 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,449 Mbps,57548 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,444 Mbps,56934 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,380 Mbps,48742 kB/s
35.230.79.26,443,35.212.161.210,US,Seattle,隧道,86 ms,504 Mbps,64512 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,61 ms,532 Mbps,68198 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,119 ms,191 Mbps,24473 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,63 ms,485 Mbps,62156 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,427 Mbps,54681 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,348 Mbps,44544 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,57 ms,488 Mbps,62566 kB/s
35.197.23.75,443,35.212.161.210,US,Seattle,隧道,61 ms,370 Mbps,47411 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,185 Mbps,23756 kB/s
129.80.237.223,443,129.80.237.223,US,Newark,中转,28 ms,557 Mbps,71372 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:3a3,US,Los Angeles,隧道,68 ms,70 Mbps,9057 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,133 ms,234 Mbps,30003 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,219 Mbps,28057 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,42 Mbps,5399 kB/s
129.146.46.164,443,129.146.46.164,224 Mbps,28672 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,174 Mbps,22323 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,109 ms,47 Mbps,6033 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,53 ms,456 Mbps,58470 kB/s
129.80.177.42,443,129.80.177.42,US,Amsterdam,中转,39 ms,68 Mbps,8774 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,168 Mbps,21504 kB/s
129.159.84.71,443,129.159.84.71,US,London,中转,45 ms,1 Mbps,128 kB/s
141.144.204.88,443,98.98.156.22,DE,Frankfurt,隧道,121 ms,107 Mbps,13721 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,172 Mbps,22016 kB/s
158.101.221.74,443,2a0b:21c0:100a:1f9:0:f368:56b2:79ef,DE,Frankfurt,隧道,117 ms,200 Mbps,25600 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,204 ms,124 Mbps,15974 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,243 ms,2 Mbps,331 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,105 ms,24 Mbps,3190 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,48 Mbps,6192 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,107 ms,45 Mbps,5794 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,115 ms,43 Mbps,5631 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,159 ms,37 Mbps,4772 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,208 ms,75 Mbps,9649 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,147 ms,140 Mbps,17920 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,208 ms,0 Mbps,45 kB/s
130.162.144.191,443,2a09:bac5:4737:1482::20b:9c,KR,Seoul,隧道,216 ms,32 Mbps,4109 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,223 ms,3 Mbps,464 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,268 ms,61 Mbps,7816 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,18 Mbps,2304 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,190 ms,108 Mbps,13824 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,248 ms,18 Mbps,2338 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,226 ms,75 Mbps,9722 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,202 ms,42 Mbps,5484 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,208 ms,35 Mbps,4564 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,212 ms,17 Mbps,2229 kB/s
168.138.50.249,443,168.138.50.249,JP,San Jose,中转,228 ms,32 Mbps,4163 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,251 ms,2 Mbps,332 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,250 ms,1 Mbps,230 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,193 ms,8 Mbps,1129 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,203 ms,15 Mbps,2042 kB/s
