中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,196 Mbps,25190 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,16 ms,457 Mbps,58572 kB/s
129.80.237.223,443,129.80.237.223,US,Newark,中转,23 ms,795 Mbps,101785 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,311 Mbps,39833 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,20 ms,73 Mbps,9428 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,38 ms,72 Mbps,9251 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,205 Mbps,26316 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,61 ms,550 Mbps,70451 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,485 Mbps,62156 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,64 ms,484 Mbps,61952 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,0 Mbps,94 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,16 ms,1024 Mbps,131072 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,182 ms,99 Mbps,12697 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,127 ms,25 Mbps,3229 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,120 ms,88 Mbps,11264 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,240 Mbps,30720 kB/s
192.9.146.103,443,192.9.146.103,US,Seattle,中转,59 ms,434 Mbps,55603 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,124 ms,147 Mbps,18841 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,62 ms,49 Mbps,6355 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,116 ms,39 Mbps,5107 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,195 ms,77 Mbps,9961 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,316 Mbps,40550 kB/s
158.178.154.78,443,2a0b:21c0:100a:1b2:0:72aa:753d:748,DE,Frankfurt,隧道,119 ms,178 Mbps,22835 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,61 ms,508 Mbps,65024 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,128 ms,43 Mbps,5590 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,164 Mbps,20992 kB/s
150.230.44.13,443,150.230.44.13,US,Seattle,中转,56 ms,340 Mbps,43622 kB/s
