中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,24 ms,3 Mbps,396 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,61 Mbps,7911 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,748 Mbps,95846 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,455 Mbps,58265 kB/s
35.230.79.26,443,35.212.209.228,US,Seattle,隧道,48 ms,410 Mbps,52531 kB/s
35.197.23.75,443,35.212.209.228,US,Seattle,隧道,52 ms,480 Mbps,61440 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,368 Mbps,47206 kB/s
129.146.46.164,443,129.146.46.164,196 Mbps,25088 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,385 Mbps,49356 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,50 ms,407 Mbps,52121 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,265 Mbps,33996 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,113 ms,47 Mbps,6071 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,188 Mbps,24166 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,174 Mbps,22323 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,223 Mbps,28569 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,107 ms,45 Mbps,5839 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,148 ms,40 Mbps,5187 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,119 ms,44 Mbps,5656 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,40 Mbps,5226 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,131 Mbps,16793 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,200 ms,0 Mbps,3 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,193 ms,40 Mbps,5230 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,204 ms,42 Mbps,5479 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,227 ms,74 Mbps,9531 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,206 ms,38 Mbps,4867 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,39 Mbps,4994 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,249 ms,37 Mbps,4792 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,195 ms,0 Mbps,57 kB/s
