中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.236.101,443,198.23.236.101,US,San Jose,中转,50 ms,381 Mbps,48844 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,27 ms,779 Mbps,99737 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,15 ms,554 Mbps,70963 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,15 ms,478 Mbps,61235 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,62 ms,55 Mbps,7142 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,421 Mbps,53964 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,54 ms,518 Mbps,66355 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,70 ms,412 Mbps,52838 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,76 ms,512 Mbps,65536 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,336 Mbps,43008 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,62 ms,339 Mbps,43417 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,116 ms,192 Mbps,24678 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,31 ms,399 Mbps,51097 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,78 ms,435 Mbps,55705 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,65 ms,329 Mbps,42188 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,305 Mbps,39116 kB/s
192.9.158.188,443,192.9.158.188,US,San Jose,中转,61 ms,358 Mbps,45875 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,133 ms,43 Mbps,5541 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,64 ms,46 Mbps,5945 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,52 ms,4 Mbps,551 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,57 ms,155 Mbps,19865 kB/s
