中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.254.17.234,443,47.254.17.234,US,San Jose,中转,2 ms,57 Mbps,7348 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,20 ms,438 Mbps,56115 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,22 ms,992 Mbps,126976 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,71 ms,441 Mbps,56524 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,28 ms,667 Mbps,85401 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,10 ms,920 Mbps,117760 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,35 ms,976 Mbps,124928 kB/s
129.146.7.98,443,2a09:bac5:60e9:183c::26a:85,US,Los Angeles,隧道,34 ms,110 Mbps,14131 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,4 ms,832 Mbps,106496 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,8 ms,1416 Mbps,181248 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1752 Mbps,224256 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,284 Mbps,36352 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,71 ms,5 Mbps,679 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,26 ms,968 Mbps,123904 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,120 Mbps,15360 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,73 ms,29 Mbps,3798 kB/s
150.230.107.89,443,107.151.176.166,US,Los Angeles,隧道,110 ms,193 Mbps,24780 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,120 ms,224 Mbps,28774 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,163 Mbps,20889 kB/s
129.80.82.83,443,2604:980:1003:ed:0:3790:1ff0:5c49,US,Ashburn,隧道,94 ms,285 Mbps,36556 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,153 ms,47 Mbps,6060 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,158 ms,168 Mbps,21504 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,112 Mbps,14438 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,167 ms,33 Mbps,4344 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,153 ms,111 Mbps,14233 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,157 ms,59 Mbps,7674 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,136 ms,43 Mbps,5583 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,118 ms,166 Mbps,21299 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,97 ms,35 Mbps,4576 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,36 Mbps,4655 kB/s
