中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1480 Mbps,189440 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,46 ms,920 Mbps,117760 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,864 Mbps,110592 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,23 ms,816 Mbps,104448 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,30 ms,780 Mbps,99840 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,3 ms,653 Mbps,83660 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,623 Mbps,79769 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,37 ms,276 Mbps,35430 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,228 Mbps,29184 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,69 ms,48 Mbps,6259 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,80 ms,32 Mbps,4139 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,343 Mbps,43929 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,161 ms,131 Mbps,16793 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,74 ms,464 Mbps,59392 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,160 ms,39 Mbps,4999 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,150 ms,109 Mbps,14028 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,187 ms,3 Mbps,393 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,146 ms,146 Mbps,18739 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,115 ms,288 Mbps,36864 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,165 ms,39 Mbps,5083 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,162 ms,146 Mbps,18739 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,46 Mbps,5982 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,164 ms,49 Mbps,6310 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,133 ms,44 Mbps,5681 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,156 ms,153 Mbps,19660 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,173 ms,38 Mbps,4984 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,160 ms,43 Mbps,5550 kB/s
158.101.217.62,443,2606:f240:f00:83a7:0:a6b2:10fe:568a,US,Frankfurt,隧道,169 ms,116 Mbps,14848 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,155 ms,124 Mbps,15872 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,144 ms,10 Mbps,1398 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,178 ms,31 Mbps,4036 kB/s
193.123.38.223,443,2a0b:21c0:100a:1f9:0:abf3:dba1:7c6d,DE,Frankfurt,隧道,153 ms,125 Mbps,16076 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,172 ms,37 Mbps,4783 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,194 ms,163 Mbps,20889 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,166 ms,148 Mbps,18944 kB/s
130.162.144.191,443,2a09:bac5:4734:1482::20b:5e,KR,Seoul,隧道,142 ms,37 Mbps,4776 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,27 Mbps,3470 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,158 ms,41 Mbps,5326 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,169 ms,40 Mbps,5210 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,181 ms,138 Mbps,17715 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,206 ms,92 Mbps,11878 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,117 ms,129 Mbps,16588 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,120 ms,0 Mbps,118 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,180 ms,33 Mbps,4335 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,174 ms,5 Mbps,661 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,238 ms,71 Mbps,9098 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,259 ms,18 Mbps,2397 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,162 ms,1 Mbps,234 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,0 ms,1 Mbps,235 kB/s
