中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,8 ms,7 Mbps,902 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,64 Mbps,8213 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,64 ms,397 Mbps,50892 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,376 Mbps,48128 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,743 Mbps,95129 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,296 Mbps,37888 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,71 ms,356 Mbps,45568 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,66 ms,127 Mbps,16281 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,64 ms,315 Mbps,40345 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,220 Mbps,28160 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,325 Mbps,41676 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,64 ms,381 Mbps,48844 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,393 Mbps,50380 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,273 Mbps,35020 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,259 Mbps,33177 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,303 Mbps,38809 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,49 Mbps,6335 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,48 Mbps,6227 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,47 Mbps,6133 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,42 Mbps,5377 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,156 Mbps,19968 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,177 ms,41 Mbps,5307 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,39 Mbps,5109 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,225 ms,32 Mbps,4114 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,38 Mbps,4888 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,15 Mbps,1953 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,40 Mbps,5159 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,236 ms,29 Mbps,3790 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,257 ms,31 Mbps,4016 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,200 ms,12 Mbps,1603 kB/s
