中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,50 ms,428 Mbps,54784 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,395 Mbps,50585 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,52 ms,135 Mbps,17305 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,338 Mbps,43315 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,944 Mbps,120832 kB/s
144.24.189.154,443,2606:f240:f00:a683:0:4c77:b229:cae6,US,Frankfurt,隧道,108 ms,187 Mbps,23961 kB/s
192.9.138.241,443,192.9.138.241,428 Mbps,54784 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,53 ms,443 Mbps,56729 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,337 Mbps,43212 kB/s
138.3.251.120,443,2a0b:21c0:100a:1b3:0:25dd:e9dd:b604,DE,Frankfurt,隧道,134 ms,102 Mbps,13107 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,81 ms,509 Mbps,65228 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,64 ms,23 Mbps,2984 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,43 Mbps,5575 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,448 Mbps,57344 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,51 ms,436 Mbps,55808 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,49 ms,453 Mbps,58060 kB/s
158.101.201.253,443,2a0b:21c0:1007:1c8:0:8b71:b071:127,DE,Frankfurt,隧道,116 ms,178 Mbps,22835 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,119 Mbps,15257 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,28 ms,547 Mbps,70041 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,54 ms,51 Mbps,6604 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,109 ms,180 Mbps,23040 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,213 Mbps,27340 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,87 ms,39 Mbps,5019 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,37 ms,68 Mbps,8816 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,448 Mbps,57446 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,57 ms,33 Mbps,4350 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,107 ms,176 Mbps,22528 kB/s
130.162.175.136,443,2a0b:21c0:100a:1b7:0:48e4:5218:8930,DE,Frankfurt,隧道,109 ms,176 Mbps,22630 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,49 ms,45 Mbps,5782 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,109 ms,43 Mbps,5593 kB/s
192.9.158.188,443,2a09:bac5:6444:28::4:2fc,US,San Jose,隧道,53 ms,202 Mbps,25907 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,166 Mbps,21299 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,107 ms,41 Mbps,5249 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,101 ms,30 Mbps,3871 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,33 ms,75 Mbps,9658 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,86 ms,9 Mbps,1193 kB/s
152.70.60.77,443,2a0b:21c0:100a:1b4:0:7830:36b6:ac00,DE,Frankfurt,隧道,115 ms,165 Mbps,21196 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,269 ms,105 Mbps,13516 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,147 ms,116 Mbps,14950 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,164 ms,44 Mbps,5665 kB/s
144.22.252.124,443,144.22.252.124,BR,S
