中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,4 ms,7 Mbps,964 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,696 Mbps,89190 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,65 ms,303 Mbps,38809 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,336 Mbps,43008 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,386 Mbps,49459 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,421 Mbps,53964 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,253 Mbps,32460 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,79 ms,412 Mbps,52736 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,324 Mbps,41472 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,70 ms,268 Mbps,34406 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,68 ms,464 Mbps,59494 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,257 Mbps,32972 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,252 Mbps,32358 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,84 ms,299 Mbps,38297 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,49 Mbps,6328 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,42 Mbps,5499 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,31 Mbps,4009 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,135 Mbps,17305 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,43 Mbps,5630 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,40 Mbps,5120 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,181 ms,43 Mbps,5531 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,11 Mbps,1510 kB/s
