中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.168.0.3,US,Seattle,隧道,69 ms,334 Mbps,42803 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,256 Mbps,32768 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,81 ms,50 Mbps,6496 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,84 ms,46 Mbps,5958 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,89 ms,226 Mbps,28979 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,523 Mbps,66969 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,61 ms,327 Mbps,41881 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,208 Mbps,26726 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,312 Mbps,40038 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,73 ms,8 Mbps,1046 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,61 ms,44 Mbps,5673 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,573 Mbps,73420 kB/s
193.123.191.88,443,2a0b:21c0:1007:ca:0:7387:4bb4:3d11,DE,Frankfurt,隧道,91 ms,211 Mbps,27033 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,253 Mbps,32460 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,17 ms,610 Mbps,78131 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,81 ms,264 Mbps,33894 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,189 ms,70 Mbps,9076 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,3 ms,7 Mbps,967 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,199 ms,95 Mbps,12185 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,63 ms,330 Mbps,42291 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,240 Mbps,30822 kB/s
129.159.27.234,443,2a0b:21c0:100a:1b0:0:8e71:2bc2:6f81,DE,Frankfurt,隧道,113 ms,119 Mbps,15257 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,42 Mbps,5489 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,200 Mbps,25600 kB/s
152.70.181.162,443,2a0b:21c0:100a:1b5:0:ec54:7b79:fe44,DE,Frankfurt,隧道,90 ms,210 Mbps,26931 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,268 Mbps,34304 kB/s
141.144.239.7,443,2a0b:21c0:100a:1b6:0:6ac4:dc48:1f77,DE,Frankfurt,隧道,91 ms,131 Mbps,16793 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,112 ms,272 Mbps,34816 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,109 ms,356 Mbps,45568 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,46 Mbps,5916 kB/s
144.22.252.124,443,144.22.252.124,BR,S
