中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,51 ms,231 Mbps,29593 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,49 ms,446 Mbps,57139 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,396 Mbps,50790 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,15 ms,476 Mbps,60928 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,25 ms,1008 Mbps,129024 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,469 Mbps,60108 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,55 ms,384 Mbps,49254 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,315 Mbps,40345 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,62 ms,512 Mbps,65638 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,54 ms,451 Mbps,57753 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,495 Mbps,63385 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,58 ms,45 Mbps,5791 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,97 ms,208 Mbps,26726 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,37 ms,75 Mbps,9690 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,60 ms,391 Mbps,50073 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,37 ms,1 Mbps,213 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,118 ms,41 Mbps,5295 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,76 ms,557 Mbps,71372 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,29 ms,9 Mbps,1186 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,55 ms,492 Mbps,62976 kB/s
141.148.227.212,443,2606:f240:f00:dd8d:0:78c4:2e45:ce96,US,Frankfurt,隧道,118 ms,177 Mbps,22732 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,31 ms,47 Mbps,6130 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,29 ms,60 Mbps,7761 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,17 ms,29 Mbps,3833 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,164 Mbps,21094 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,205 Mbps,26316 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,20 ms,61 Mbps,7811 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,111 ms,185 Mbps,23756 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,60 ms,17 Mbps,2283 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,122 Mbps,15667 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,119 ms,195 Mbps,24985 kB/s
