中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,676 Mbps,86528 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,42 ms,355 Mbps,45465 kB/s
35.230.79.26,443,35.212.226.106,US,Seattle,隧道,52 ms,456 Mbps,58368 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,92 Mbps,11776 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,1 Mbps,206 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,50 ms,511 Mbps,65433 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,363 Mbps,46489 kB/s
143.47.178.5,443,143.47.178.5,NL,Amsterdam,中转,111 ms,171 Mbps,21913 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,356 Mbps,45670 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,255 Mbps,32665 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,201 Mbps,25804 kB/s
141.148.224.123,443,141.148.224.123,NL,Amsterdam,中转,105 ms,173 Mbps,22220 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,140 ms,40 Mbps,5186 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,156 Mbps,19968 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,42 Mbps,5485 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,129 ms,41 Mbps,5295 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,133 ms,156 Mbps,20070 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,132 ms,135 Mbps,17305 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,148 ms,38 Mbps,4875 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,151 ms,49 Mbps,6286 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,121 ms,44 Mbps,5675 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,171 ms,43 Mbps,5526 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,187 ms,36 Mbps,4660 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,202 ms,38 Mbps,4870 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,204 ms,0 Mbps,1 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,180 ms,1 Mbps,181 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,174 ms,105 Mbps,13516 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,33 Mbps,4273 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,London,隧道,219 ms,1 Mbps,152 kB/s
