中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,45 Mbps,5807 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,424 Mbps,54272 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,444 Mbps,56832 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,20 ms,1208 Mbps,154624 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,581 Mbps,74444 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,264 Mbps,33894 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,20 ms,864 Mbps,110592 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,48 ms,415 Mbps,53145 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,52 ms,498 Mbps,63795 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,53 ms,323 Mbps,41369 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,257 Mbps,32972 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,52 ms,365 Mbps,46796 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,60 ms,479 Mbps,61337 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,493 Mbps,63180 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,44 Mbps,5632 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,200 Mbps,25600 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,218 Mbps,27955 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,110 ms,46 Mbps,5968 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,191 Mbps,24473 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,189 Mbps,24268 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,110 ms,44 Mbps,5730 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,127 ms,41 Mbps,5330 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,152 ms,144 Mbps,18534 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,155 ms,39 Mbps,5041 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,33 Mbps,4306 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,160 ms,0 Mbps,108 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,148 Mbps,18944 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,180 ms,96 Mbps,12390 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,160 ms,39 Mbps,5112 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,199 ms,0 Mbps,1 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,195 ms,65 Mbps,8326 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,44 Mbps,5729 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,215 ms,3 Mbps,443 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,191 ms,38 Mbps,4959 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,219 ms,15 Mbps,2029 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,186 ms,0 Mbps,31 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,230 ms,2 Mbps,275 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,1 Mbps,204 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,38 Mbps,4946 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1113 ms,229 Mbps,29388 kB/s
