中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,848 Mbps,108544 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,48 ms,533 Mbps,68300 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,460 Mbps,58982 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,408 Mbps,52224 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,380 Mbps,48742 kB/s
129.146.46.164,443,129.146.46.164,268 Mbps,34406 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,444 Mbps,56832 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,58 ms,0 Mbps,94 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,41 Mbps,5296 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,210 Mbps,26931 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,109 ms,41 Mbps,5284 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,152 Mbps,19456 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,149 ms,37 Mbps,4830 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,49 Mbps,6283 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,153 ms,46 Mbps,5952 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,43 Mbps,5523 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,193 ms,0 Mbps,9 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,207 ms,41 Mbps,5295 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,20 Mbps,2562 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,213 ms,27 Mbps,3576 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,34 Mbps,4395 kB/s
158.180.74.63,443,128.14.110.206,SG,Singapore,隧道,220 ms,62 Mbps,7962 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,233 ms,11 Mbps,1444 kB/s
