中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,359 Mbps,45977 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,14 ms,1472 Mbps,188416 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,40 ms,588 Mbps,75366 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,11 ms,93 Mbps,11980 kB/s
35.197.23.75,443,35.212.254.121,US,Seattle,隧道,71 ms,364 Mbps,46592 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,231 Mbps,29593 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,216 Mbps,27648 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,89 ms,48 Mbps,6193 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,107 Mbps,13721 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,268 Mbps,34406 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,896 Mbps,114688 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,9 ms,1536 Mbps,196608 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,71 ms,292 Mbps,37478 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,96 ms,45 Mbps,5808 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,224 Mbps,28774 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,296 Mbps,37990 kB/s
35.230.79.26,443,35.212.254.121,US,Seattle,隧道,72 ms,327 Mbps,41881 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,208 Mbps,26624 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,93 ms,43 Mbps,5603 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,294 Mbps,37683 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,111 ms,44 Mbps,5644 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,50 Mbps,6427 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,130 Mbps,16691 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,93 ms,45 Mbps,5824 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,68 ms,316 Mbps,40550 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,98 ms,331 Mbps,42393 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,152 ms,334 Mbps,42803 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,26 Mbps,3391 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,43 Mbps,5546 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,164 ms,152 Mbps,19456 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,233 ms,2 Mbps,338 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,38 Mbps,4949 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,38 Mbps,4926 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,214 ms,92 Mbps,11776 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,205 ms,75 Mbps,9666 kB/s
131.186.25.247,443,107.151.176.166,US,Los Angeles,隧道,221 ms,75 Mbps,9679 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,205 ms,88 Mbps,11264 kB/s
130.162.144.191,443,2a09:bac5:4737:155::22:119,KR,Seoul,隧道,204 ms,35 Mbps,4569 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,224 ms,31 Mbps,4027 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,226 ms,4 Mbps,565 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,260 ms,22 Mbps,2843 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,274 ms,57 Mbps,7381 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,228 ms,56 Mbps,7204 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,221 ms,16 Mbps,2134 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,198 ms,37 Mbps,4799 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,293 ms,0 Mbps,37 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,219 ms,2 Mbps,277 kB/s
