中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,229 Mbps,29388 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,537 Mbps,68812 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,49 ms,800 Mbps,102400 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,69 Mbps,8857 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,34 ms,273 Mbps,35020 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,198 ms,156 Mbps,19968 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,69 ms,344 Mbps,44032 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,68 ms,297 Mbps,38092 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,222 Mbps,28467 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26a:47,US,Los Angeles,隧道,89 ms,67 Mbps,8620 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,84 ms,50 Mbps,6492 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,71 ms,34 Mbps,4458 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,312 Mbps,39936 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,101 ms,379 Mbps,48537 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,273 Mbps,35020 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,47 Mbps,6056 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,97 ms,45 Mbps,5873 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,28 ms,345 Mbps,44236 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,216 Mbps,27648 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,94 ms,229 Mbps,29388 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,94 ms,168 Mbps,21606 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,256 Mbps,32768 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,200 Mbps,25702 kB/s
132.226.31.178,443,2a09:bac5:60ef:1173::1bd:99,US,Los Angeles,隧道,62 ms,9 Mbps,1169 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,160 ms,28 Mbps,3630 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,245 Mbps,31436 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,228 Mbps,29286 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,180 ms,92 Mbps,11878 kB/s
192.9.158.188,443,2a09:bac5:6442:1246::1d2:70,US,San Jose,隧道,89 ms,198 Mbps,25395 kB/s
129.159.32.14,443,129.159.32.14,US,San Jose,中转,73 ms,312 Mbps,39936 kB/s
130.162.186.254,443,98.98.156.22,DE,Frankfurt,隧道,99 ms,123 Mbps,15769 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,74 ms,45 Mbps,5833 kB/s
130.162.164.181,443,163.123.193.5,DE,Frankfurt,隧道,94 ms,150 Mbps,19251 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,66 ms,39 Mbps,5050 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,93 ms,45 Mbps,5815 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,169 ms,300 Mbps,38400 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,197 Mbps,25292 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,181 ms,35 Mbps,4546 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,58 ms,0 Mbps,57 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,73 ms,280 Mbps,35840 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,203 ms,33 Mbps,4345 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,71 ms,19 Mbps,2519 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,88 ms,231 Mbps,29593 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,89 ms,422 Mbps,54067 kB/s
141.148.230.140,443,2606:f240:f00:dd8d:0:27c1:cd9f:3ab9,US,Frankfurt,隧道,95 ms,127 Mbps,16281 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,73 ms,71 Mbps,9206 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,222 ms,63 Mbps,8148 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,268 ms,52 Mbps,6751 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,185 ms,71 Mbps,9209 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,110 ms,111 Mbps,14233 kB/s
152.67.153.152,443,2a0b:21c0:100a:1b5:0:ee28:3284:a41a,DE,Frankfurt,隧道,102 ms,217 Mbps,27852 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,192 ms,67 Mbps,8634 kB/s
141.147.71.19,443,2a0b:21c0:1007:1cb:0:a421:8dd0:74d1,DE,Frankfurt,隧道,102 ms,164 Mbps,21094 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,226 ms,2 Mbps,265 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,112 Mbps,14336 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,181 ms,86 Mbps,11059 kB/s
144.22.252.124,443,144.22.252.124,BR,S
