中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,22 ms,683 Mbps,87449 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,2144 Mbps,274432 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,38 ms,928 Mbps,118784 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,22 ms,976 Mbps,124928 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,7 ms,584 Mbps,74752 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,606 Mbps,77619 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:11a,US,Los Angeles,隧道,22 ms,75 Mbps,9610 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,920 Mbps,117760 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,337 Mbps,43212 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,72 ms,43 Mbps,5524 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,193 Mbps,24780 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,76 ms,280 Mbps,35840 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,105 Mbps,13516 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,71 ms,317 Mbps,40652 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,165 ms,48 Mbps,6200 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,110 ms,39 Mbps,5067 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,120 ms,50 Mbps,6502 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,109 ms,3 Mbps,430 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,124 Mbps,15872 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,169 ms,27 Mbps,3480 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,159 Mbps,20377 kB/s
141.144.198.61,443,2a0b:21c0:1007:c9:0:b683:2e71:7ede,DE,Frankfurt,隧道,162 ms,72 Mbps,9276 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,177 ms,3 Mbps,427 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,126 ms,46 Mbps,5933 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,162 ms,42 Mbps,5491 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,144 ms,161 Mbps,20684 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,162 ms,42 Mbps,5489 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,44 Mbps,5688 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,163 ms,125 Mbps,16076 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,111 ms,5 Mbps,659 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,181 ms,41 Mbps,5345 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,163 ms,39 Mbps,5084 kB/s
158.101.130.149,443,2602:ffe4:407:21d9:0:e650:98e1:b44a,SG,Singapore,隧道,196 ms,84 Mbps,10752 kB/s
152.70.62.177,443,2a0b:21c0:1007:c8:0:ad7:cc39:830d,DE,Frankfurt,隧道,177 ms,116 Mbps,14848 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,256 ms,10 Mbps,1373 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,110 ms,264 Mbps,33894 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,164 ms,3 Mbps,493 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,153 ms,0 Mbps,79 kB/s
