中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,2224 Mbps,284672 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,21 ms,952 Mbps,121856 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,680 Mbps,87040 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,21 ms,928 Mbps,118784 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,7 ms,912 Mbps,116736 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,23 ms,936 Mbps,119808 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,327 Mbps,41881 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,78 ms,6 Mbps,871 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,51 Mbps,6567 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,51 Mbps,6595 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,117 ms,244 Mbps,31232 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,228 Mbps,29286 kB/s
130.162.145.204,443,161.118.130.45,KR,Seoul,隧道,131 ms,136 Mbps,17408 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,49 Mbps,6286 kB/s
193.123.164.128,443,152.70.104.125,JP,Tokyo,隧道,111 ms,208 Mbps,26726 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,116 ms,48 Mbps,6247 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,164 ms,159 Mbps,20377 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,149 ms,42 Mbps,5399 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,131 Mbps,16793 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,120 Mbps,15360 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,184 ms,5 Mbps,661 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,174 ms,45 Mbps,5774 kB/s
8.219.1.169,443,8.219.1.169,SG,Hong Kong,中转,168 ms,0 Mbps,49 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,177 ms,39 Mbps,5013 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,163 ms,43 Mbps,5514 kB/s
