中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,388 Mbps,49766 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,307 Mbps,39321 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,22 ms,652 Mbps,83558 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,50 ms,73 Mbps,9394 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,676 Mbps,86528 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,22 ms,2256 Mbps,288768 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:ed,US,Los Angeles,隧道,63 ms,69 Mbps,8951 kB/s
192.9.158.188,443,2a09:bac5:6445:1250::1d3:71,US,San Jose,隧道,45 ms,190 Mbps,24371 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,22 ms,872 Mbps,111616 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,32 ms,920 Mbps,117760 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,359 Mbps,45977 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,60 ms,363 Mbps,46489 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,13 ms,1584 Mbps,202752 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,685 Mbps,87756 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,22 ms,1816 Mbps,232448 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,91 ms,135 Mbps,17305 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,134 ms,124 Mbps,15872 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,129 ms,128 Mbps,16486 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,135 ms,21 Mbps,2768 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,24 ms,433 Mbps,55500 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,113 Mbps,14540 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,108 Mbps,13824 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,153 ms,46 Mbps,5953 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,154 ms,38 Mbps,4944 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,62 ms,359 Mbps,45977 kB/s
129.159.31.192,443,2a0b:21c0:1007:1c9:0:af9a:720a:290f,DE,Frankfurt,隧道,159 ms,96 Mbps,12390 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,158 ms,37 Mbps,4751 kB/s
152.67.112.71,443,152.67.112.71,AU,Sydney,中转,141 ms,36 Mbps,4631 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,109 ms,12 Mbps,1608 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:138,KR,Seoul,隧道,130 ms,149 Mbps,19148 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,31 ms,896 Mbps,114688 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,129 ms,128 Mbps,16384 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,35 ms,42 Mbps,5427 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,394 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,102 Mbps,13107 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,165 ms,101 Mbps,13004 kB/s
130.162.181.138,443,2a0b:21c0:100a:1b2:0:8f97:5a74:415d,DE,Frankfurt,隧道,161 ms,100 Mbps,12902 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,165 ms,96 Mbps,12390 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,117 ms,206 Mbps,26419 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,70 ms,34 Mbps,4359 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,155 ms,46 Mbps,5998 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,132 ms,147 Mbps,18841 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,129 Mbps,16588 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,106 ms,5 Mbps,727 kB/s
141.147.187.233,443,141.147.187.233,JP,Tokyo,中转,152 ms,112 Mbps,14438 kB/s
130.162.144.191,443,2a09:bac5:4753:155::22:11a,KR,Seoul,隧道,134 ms,43 Mbps,5590 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,150 ms,114 Mbps,14643 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,129 ms,138 Mbps,17715 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,141 ms,67 Mbps,8632 kB/s
