中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,52 ms,478 Mbps,61235 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,462 Mbps,59187 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,51 ms,513 Mbps,65740 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,20 ms,37 Mbps,4775 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,448 Mbps,57446 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,19 ms,984 Mbps,125952 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,23 ms,1168 Mbps,149504 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,51 ms,392 Mbps,50176 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,63 ms,206 Mbps,26419 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,66 ms,332 Mbps,42496 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,15 ms,60 Mbps,7768 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,180 Mbps,23142 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,203 Mbps,26009 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,204 Mbps,26214 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,106 ms,49 Mbps,6399 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,209 Mbps,26828 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,50 ms,50 Mbps,6476 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,104 ms,46 Mbps,5951 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,121 ms,48 Mbps,6173 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,148 Mbps,18944 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,44 Mbps,5635 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,48 Mbps,6183 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,34 Mbps,4434 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,149 ms,41 Mbps,5274 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,42 Mbps,5502 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,151 ms,1 Mbps,199 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,173 ms,93 Mbps,11980 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,162 ms,38 Mbps,4957 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,174 ms,100 Mbps,12902 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,36 Mbps,4663 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,36 Mbps,4631 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,222 ms,2 Mbps,310 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,220 ms,36 Mbps,4623 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,224 ms,67 Mbps,8633 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,29 Mbps,3763 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,223 ms,4 Mbps,555 kB/s
193.122.114.226,443,2602:ffe4:407:21d9:0:7a53:a688:7b06,SG,Osaka,隧道,270 ms,59 Mbps,7553 kB/s
193.123.80.245,443,193.123.80.245,AE,Warsaw,中转,209 ms,27 Mbps,3490 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,313 ms,0 Mbps,22 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,192 ms,1 Mbps,168 kB/s
