中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,872 Mbps,111616 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,29 ms,362 Mbps,46387 kB/s
35.197.23.75,443,35.212.197.90,US,Seattle,隧道,21 ms,968 Mbps,123904 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,26 ms,1000 Mbps,128000 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,1 ms,1384 Mbps,177152 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,612 Mbps,78438 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,7 Mbps,948 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,84 ms,252 Mbps,32256 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,71 ms,39 Mbps,5027 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,41 Mbps,5327 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,127 Mbps,16281 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,105 Mbps,13516 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,51 Mbps,6532 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,154 ms,37 Mbps,4795 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,145 ms,49 Mbps,6341 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,145 ms,46 Mbps,5947 kB/s
130.162.231.167,443,130.162.231.167,DE,Frankfurt,中转,161 ms,126 Mbps,16179 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,170 ms,5 Mbps,660 kB/s
130.162.36.198,443,130.162.36.198,DE,Frankfurt,中转,149 ms,116 Mbps,14848 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,154 ms,45 Mbps,5864 kB/s
143.47.178.5,443,2606:f240:f00:eaf1:0:4285:5b9c:eea3,DE,Frankfurt,隧道,179 ms,77 Mbps,9864 kB/s
150.230.7.216,443,150.230.7.216,JP,Singapore,中转,114 ms,47 Mbps,6141 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,160 ms,40 Mbps,5172 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,192 ms,117 Mbps,15052 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,128 Mbps,16486 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,155 ms,42 Mbps,5465 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,163 ms,0 Mbps,1 kB/s
35.230.79.26,443,35.212.197.90,US,Seattle,隧道,21 ms,872 Mbps,111616 kB/s
