中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,520 Mbps,66662 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,11 ms,780 Mbps,99840 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,10 ms,1632 Mbps,208896 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,76 Mbps,9845 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,99 Mbps,12697 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,13 ms,77 Mbps,9862 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1504 Mbps,192512 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,359 Mbps,45977 kB/s
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,76 ms,372 Mbps,47718 kB/s
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,77 ms,367 Mbps,47001 kB/s
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,73 ms,154 Mbps,19763 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,254 Mbps,32563 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,238 Mbps,30515 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,292 Mbps,37376 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,277 Mbps,35532 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,96 ms,43 Mbps,5558 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,45 Mbps,5821 kB/s
158.101.217.62,443,2a0b:21c0:1007:1cb:0:9dd1:ec7f:c69a,DE,Frankfurt,隧道,91 ms,132 Mbps,16998 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,94 ms,45 Mbps,5813 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,82 ms,308 Mbps,39526 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,69 ms,308 Mbps,39526 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,228 Mbps,29184 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,335 Mbps,42905 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,104 ms,311 Mbps,39833 kB/s
143.47.182.90,443,98.98.156.26,DE,Frankfurt,隧道,99 ms,235 Mbps,30105 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,44 Mbps,5688 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,88 ms,12 Mbps,1643 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,43 Mbps,5538 kB/s
152.70.63.131,443,2a0b:21c0:100a:1fa:0:f012:a920:1be8,DE,Frankfurt,隧道,95 ms,217 Mbps,27852 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,174 ms,38 Mbps,4886 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,108 Mbps,13824 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,179 ms,168 Mbps,21504 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,190 ms,45 Mbps,5768 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,160 ms,45 Mbps,5822 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,174 ms,45 Mbps,5831 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,40 Mbps,5232 kB/s
