中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,26 ms,1216 Mbps,155648 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,16 ms,872 Mbps,111616 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,15 ms,1192 Mbps,152576 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,18 ms,1360 Mbps,174080 kB/s
35.197.23.75,443,35.212.154.209,US,Seattle,隧道,40 ms,565 Mbps,72396 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,22 ms,352 Mbps,45056 kB/s
35.230.79.26,443,35.212.154.209,US,Seattle,隧道,41 ms,559 Mbps,71577 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,54 ms,432 Mbps,55398 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,531 Mbps,67993 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,63 ms,2 Mbps,334 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,46 ms,568 Mbps,72806 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,118 ms,187 Mbps,23961 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,123 ms,42 Mbps,5488 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,124 Mbps,15974 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,132 ms,50 Mbps,6496 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,146 ms,192 Mbps,24678 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,142 ms,158 Mbps,20275 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,48 Mbps,6161 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,154 ms,48 Mbps,6188 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,192 ms,25 Mbps,3228 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,147 ms,47 Mbps,6026 kB/s
