中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,410 Mbps,52531 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,76 ms,349 Mbps,44748 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,259 Mbps,33177 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:ed,US,Los Angeles,隧道,80 ms,73 Mbps,9463 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,4 ms,71 Mbps,9163 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,385 Mbps,49356 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,508 Mbps,65024 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,44 ms,664 Mbps,85094 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,48 Mbps,6192 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,74 ms,264 Mbps,33792 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,102 ms,266 Mbps,34099 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,216 Mbps,27648 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,44 Mbps,5690 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,83 ms,217 Mbps,27852 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,90 ms,35 Mbps,4547 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,97 ms,323 Mbps,41369 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,62 ms,316 Mbps,40550 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,121 ms,169 Mbps,21708 kB/s
130.162.231.200,443,2a0b:21c0:100a:1b6:0:7cb2:3b15:3a5,DE,Frankfurt,隧道,108 ms,236 Mbps,30208 kB/s
