中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,520 Mbps,66662 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,73 ms,304 Mbps,38912 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,72 ms,278 Mbps,35635 kB/s
150.136.121.64,443,2603:c020:4012:4388:c5e:f6e5:73e6:1535,US,Ashburn,隧道,20 ms,95 Mbps,12185 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,57 ms,548 Mbps,70144 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,231 Mbps,29593 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,83 ms,41 Mbps,5369 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,274 Mbps,35123 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,425 Mbps,54476 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,90 ms,76 Mbps,9754 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,236 Mbps,30208 kB/s
150.136.240.243,443,150.136.240.243,US,Atlanta,中转,42 ms,314 Mbps,40243 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,30 ms,590 Mbps,75571 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,72 ms,295 Mbps,37785 kB/s
129.146.251.53,443,2603:c020:d:2b01:cdfa:999a:db14:e7e8,US,Los Angeles,隧道,66 ms,312 Mbps,40038 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,23 ms,66 Mbps,8562 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,83 ms,270 Mbps,34611 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,287 Mbps,36761 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,74 ms,287 Mbps,36761 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,219 Mbps,28057 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,75 ms,275 Mbps,35225 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,138 ms,175 Mbps,22425 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,198 Mbps,25395 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,87 ms,204 Mbps,26214 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,83 ms,123 Mbps,15769 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,137 ms,47 Mbps,6091 kB/s
130.61.170.78,443,130.61.170.78,DE,Amsterdam,中转,92 ms,105 Mbps,13516 kB/s
141.147.106.84,443,2a0b:21c0:100a:1b3:0:3f0e:7feb:e51,DE,Frankfurt,隧道,93 ms,130 Mbps,16691 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,94 ms,30 Mbps,3878 kB/s
158.101.222.248,443,2a0b:21c0:100a:1b0:0:8e82:f957:87c0,DE,Frankfurt,隧道,93 ms,124 Mbps,15974 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,93 ms,108 Mbps,13926 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,148 ms,200 Mbps,25702 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,193 ms,80 Mbps,10240 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,120 ms,8 Mbps,1126 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,82 ms,98 Mbps,12595 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,91 Mbps,11673 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,83 ms,40 Mbps,5244 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,82 ms,311 Mbps,39833 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,77 ms,257 Mbps,32972 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,118 ms,47 Mbps,6114 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,39 ms,0 Mbps,104 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,86 ms,49 Mbps,6347 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,215 ms,32 Mbps,4211 kB/s
152.70.49.210,443,2606:f240:f00:a683:0:ec1e:9628:bd01,US,Frankfurt,隧道,99 ms,204 Mbps,26214 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,88 ms,225 Mbps,28876 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,167 ms,29 Mbps,3734 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,205 ms,1 Mbps,207 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,220 ms,40 Mbps,5192 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,109 ms,70 Mbps,8986 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,198 Mbps,25395 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,223 ms,24 Mbps,3073 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,88 ms,235 Mbps,30105 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,196 ms,80 Mbps,10240 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,196 ms,79 Mbps,10137 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,81 ms,47 Mbps,6128 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,263 ms,80 Mbps,10240 kB/s
132.226.1.227,443,2603:c021:8001:801:f494:88cb:3117:e10,JP,Tokyo,隧道,221 ms,42 Mbps,5453 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,191 ms,42 Mbps,5494 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,215 ms,66 Mbps,8569 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,237 ms,3 Mbps,454 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,249 ms,21 Mbps,2792 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,205 ms,66 Mbps,8524 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,208 ms,4 Mbps,628 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,230 ms,2 Mbps,288 kB/s
132.145.95.91,443,132.145.95.91,KR,Seoul,中转,197 ms,2 Mbps,283 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,207 ms,0 Mbps,35 kB/s
152.70.88.98,443,2a09:bac1:3f40:90::22:d6,KR,Seoul,隧道,198 ms,34 Mbps,4374 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,198 ms,34 Mbps,4416 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,225 ms,52 Mbps,6782 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,225 ms,56 Mbps,7284 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,202 ms,25 Mbps,3227 kB/s
