中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,228 Mbps,29184 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,238 Mbps,30515 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,273 Mbps,35020 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,83 ms,43 Mbps,5597 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,280 Mbps,35840 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,86 ms,90 Mbps,11571 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,316 Mbps,40550 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,74 ms,255 Mbps,32665 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,243 Mbps,31129 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,87 ms,160 Mbps,20582 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,51 ms,583 Mbps,74649 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,77 Mbps,9917 kB/s
129.146.7.98,443,2a09:bac5:60ed:78::c:373,US,Los Angeles,隧道,58 ms,65 Mbps,8383 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,230 Mbps,29491 kB/s
193.123.34.7,443,2a0b:21c0:100a:1b1:0:abaa:bade:c84d,,colo.txt:Frankfurt,隧道,0 ms,134 Mbps,17203 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,86 ms,46 Mbps,5990 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::c:382,US,Los Angeles,隧道,76 ms,49 Mbps,6323 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,64 ms,311 Mbps,39833 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,75 ms,190 Mbps,24371 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,70 ms,300 Mbps,38502 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,228 Mbps,29184 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,111 ms,301 Mbps,38604 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,79 ms,217 Mbps,27852 kB/s
138.2.177.71,443,163.123.193.24,DE,Frankfurt,隧道,106 ms,124 Mbps,15872 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,72 ms,285 Mbps,36556 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,65 ms,48 Mbps,6169 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,73 ms,151 Mbps,19353 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,251 Mbps,32153 kB/s
152.70.63.241,443,2a0b:21c0:1007:1ca:0:ab82:c429:4478,DE,Paris,隧道,89 ms,164 Mbps,21094 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,128 ms,233 Mbps,29900 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,76 ms,656 Mbps,84070 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,103 ms,563 Mbps,72089 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,267 Mbps,34201 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,90 ms,220 Mbps,28262 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,86 ms,240 Mbps,30720 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,89 ms,265 Mbps,33996 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,73 ms,35 Mbps,4531 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,85 ms,22 Mbps,2912 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,81 ms,40 Mbps,5207 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,83 ms,37 Mbps,4812 kB/s
132.226.207.11,443,2606:f240:f00:46c4:0:450a:1bde:bc0c,US,Paris,隧道,85 ms,118 Mbps,15155 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,212 ms,112 Mbps,14336 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,95 ms,36 Mbps,4647 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,180 ms,51 Mbps,6577 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,241 ms,42 Mbps,5457 kB/s
47.254.42.167,443,47.251.149.53,US,San Jose,隧道,72 ms,3 Mbps,401 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,188 ms,74 Mbps,9512 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,86 ms,220 Mbps,28262 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,61 ms,46 Mbps,5898 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,86 ms,99 Mbps,12697 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,190 ms,40 Mbps,5140 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,193 ms,99 Mbps,12697 kB/s
144.22.252.124,443,144.22.252.124,BR,S
