中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,7 Mbps,985 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,848 Mbps,108544 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,360 Mbps,46182 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,445 Mbps,57036 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,69 ms,304 Mbps,38912 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,68 ms,304 Mbps,38912 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,68 ms,231 Mbps,29593 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,224 Mbps,28774 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,313 Mbps,40140 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,263 Mbps,33689 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,49 Mbps,6345 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,321 Mbps,41164 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,48 Mbps,6230 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,166 ms,45 Mbps,5786 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,42 Mbps,5499 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,42 Mbps,5402 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,172 ms,44 Mbps,5655 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,123 Mbps,15769 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,33 Mbps,4288 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,3 Mbps,406 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,211 ms,74 Mbps,9551 kB/s
