中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,13 ms,904 Mbps,115712 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,24 ms,952 Mbps,121856 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,688 Mbps,88064 kB/s
35.230.79.26,443,35.212.254.121,US,Seattle,隧道,39 ms,720 Mbps,92262 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,7 ms,141 Mbps,18124 kB/s
35.197.23.75,443,35.212.254.121,US,Seattle,隧道,24 ms,904 Mbps,115712 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,249 Mbps,31948 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,70 ms,302 Mbps,38707 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,67 ms,319 Mbps,40857 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,67 ms,52 Mbps,6656 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,63 ms,48 Mbps,6270 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,64 ms,489 Mbps,62668 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,117 ms,206 Mbps,26419 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,118 ms,199 Mbps,25497 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,122 Mbps,15667 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,152 ms,120 Mbps,15462 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,121 ms,44 Mbps,5647 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,45 Mbps,5870 kB/s
84.235.175.57,443,2a0b:21c0:100a:1fa:0:2eae:f96a:e5af,DE,Frankfurt,隧道,156 ms,116 Mbps,14848 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,114 ms,41 Mbps,5354 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,157 ms,140 Mbps,17920 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,143 ms,128 Mbps,16384 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,155 ms,40 Mbps,5169 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,170 ms,38 Mbps,4937 kB/s
143.47.176.251,443,2a0b:21c0:100a:1b6:0:b250:a619:b28c,DE,Frankfurt,隧道,172 ms,107 Mbps,13721 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,143 ms,40 Mbps,5235 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,157 ms,136 Mbps,17510 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,181 ms,2 Mbps,382 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,162 ms,35 Mbps,4516 kB/s
130.162.144.191,443,2a09:bac1:3f40::20b:a3,KR,Seoul,隧道,138 ms,35 Mbps,4524 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,164 ms,49 Mbps,6290 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,150 ms,39 Mbps,5106 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,131 Mbps,16793 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,146 ms,45 Mbps,5801 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,189 ms,41 Mbps,5257 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,191 ms,18 Mbps,2374 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,234 ms,62 Mbps,8000 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,137 ms,7 Mbps,973 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,173 ms,0 Mbps,52 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,152 ms,41 Mbps,5272 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,159 ms,0 Mbps,47 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,273 ms,24 Mbps,3073 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,350 ms,0 Mbps,16 kB/s
