中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,383 Mbps,49049 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,368 Mbps,47104 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,327 Mbps,41881 kB/s
35.197.23.75,443,35.185.254.49,US,Seattle,隧道,22 ms,888 Mbps,113664 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,663 Mbps,84889 kB/s
35.230.79.26,443,35.185.254.49,US,Seattle,隧道,23 ms,920 Mbps,117760 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,56 ms,1416 Mbps,181248 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,33 ms,2208 Mbps,282624 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,58 ms,664 Mbps,84992 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,12 ms,1816 Mbps,232448 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,36 ms,669 Mbps,85708 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,37 ms,324 Mbps,41574 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,69 ms,182 Mbps,23347 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,39 ms,200 Mbps,25702 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,66 ms,389 Mbps,49868 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,3 ms,3 Mbps,489 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,116 ms,414 Mbps,53043 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,62 ms,352 Mbps,45056 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,154 ms,31 Mbps,4010 kB/s
47.253.104.12,443,47.251.149.50,US,San Jose,隧道,136 ms,2 Mbps,342 kB/s
47.254.42.167,443,47.251.149.51,US,San Jose,隧道,6 ms,5 Mbps,671 kB/s
132.226.31.178,443,2a09:bac1:76e0:e18::26b:3f,US,Los Angeles,隧道,91 ms,57 Mbps,7360 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,113 ms,47 Mbps,6095 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,72 ms,13 Mbps,1701 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,109 ms,35 Mbps,4512 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,164 ms,404 Mbps,51814 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,30 ms,147 Mbps,18841 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,79 ms,35 Mbps,4495 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,131 ms,123 Mbps,15769 kB/s
192.9.158.188,443,2a09:bac5:6445:1250::1d3:43,US,San Jose,隧道,90 ms,174 Mbps,22323 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,80 ms,59 Mbps,7624 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,148 ms,0 Mbps,47 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,42 Mbps,5500 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,197 ms,19 Mbps,2497 kB/s
47.90.228.243,443,47.90.228.243,US,Ashburn,中转,70 ms,35 Mbps,4492 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,114 Mbps,14643 kB/s
130.61.170.78,443,130.61.170.78,DE,Paris,中转,164 ms,89 Mbps,11468 kB/s
150.230.63.93,443,150.230.63.93,,colo.txt:Osaka,中转,0 ms,39 Mbps,5097 kB/s
141.144.203.231,443,2606:f240:f00:dd8d:0:c137:d659:db71,US,Frankfurt,隧道,215 ms,108 Mbps,13824 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,155 ms,109 Mbps,14028 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,146 ms,21 Mbps,2810 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,103 Mbps,13209 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,169 ms,3 Mbps,390 kB/s
143.47.232.197,443,2a0b:21c0:100a:1f9:0:48d8:5f2c:635c,DE,Amsterdam,隧道,217 ms,81 Mbps,10444 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,110 Mbps,14131 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,159 ms,120 Mbps,15360 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,184 ms,39 Mbps,5111 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,149 ms,70 Mbps,9061 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,237 ms,154 Mbps,19763 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,120 Mbps,15462 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,131 ms,75 Mbps,9627 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,164 ms,121 Mbps,15564 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,136 ms,5 Mbps,665 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,153 ms,104 Mbps,13312 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,158 ms,61 Mbps,7932 kB/s
140.238.59.28,443,140.238.59.28,JP,Tokyo,中转,162 ms,98 Mbps,12595 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,159 ms,96 Mbps,12390 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,149 ms,104 Mbps,13414 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,154 ms,99 Mbps,12697 kB/s
144.22.252.124,443,144.22.252.124,BR,S
