中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,1 ms,832 Mbps,106496 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,800 Mbps,102400 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,41 ms,361 Mbps,46284 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,549 Mbps,70348 kB/s
35.197.23.75,443,35.212.217.120,US,Seattle,隧道,32 ms,1016 Mbps,130048 kB/s
35.230.79.26,443,35.212.217.120,US,Seattle,隧道,29 ms,976 Mbps,124928 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,22 ms,1000 Mbps,128000 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,55 ms,382 Mbps,48947 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,105 ms,44 Mbps,5647 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,187 Mbps,23961 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,110 ms,50 Mbps,6445 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,88 ms,7 Mbps,936 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,113 ms,246 Mbps,31539 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,120 ms,48 Mbps,6197 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,39 Mbps,5038 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,165 ms,2 Mbps,290 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,156 ms,122 Mbps,15667 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,127 Mbps,16281 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,45 Mbps,5812 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,159 ms,11 Mbps,1453 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,172 ms,39 Mbps,5111 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,40 Mbps,5222 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,135 ms,132 Mbps,16896 kB/s
