中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,482 Mbps,61747 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,472 Mbps,60416 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,126 ms,219 Mbps,28057 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,51 ms,361 Mbps,46284 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,560 Mbps,71782 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,111 ms,50 Mbps,6493 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,58 Mbps,7437 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,58 ms,382 Mbps,48947 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,48 ms,29 Mbps,3776 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,113 ms,248 Mbps,31846 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,194 Mbps,24883 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,406 Mbps,52019 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,60 ms,493 Mbps,63180 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,78 ms,435 Mbps,55705 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,52 ms,382 Mbps,48947 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,119 ms,23 Mbps,2945 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,118 ms,39 Mbps,5077 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,129 ms,41 Mbps,5296 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,35 ms,36 Mbps,4678 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,24 ms,800 Mbps,102400 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,123 ms,168 Mbps,21504 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,69 ms,49 Mbps,6367 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,174 Mbps,22323 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,125 ms,102 Mbps,13107 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,150 Mbps,19251 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,71 ms,56 Mbps,7215 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,73 ms,315 Mbps,40345 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,58 ms,462 Mbps,59187 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,187 ms,133 Mbps,17100 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,124 ms,168 Mbps,21504 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,86 ms,1 Mbps,205 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,117 ms,39 Mbps,5060 kB/s
168.138.149.17,443,168.138.149.17,BR,S
