中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,23 ms,303 Mbps,38809 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,25 ms,880 Mbps,112640 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,25 ms,816 Mbps,104448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,667 Mbps,85401 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,36 ms,440 Mbps,56320 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,26 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.204.241,US,Seattle,隧道,40 ms,601 Mbps,77004 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,66 ms,6 Mbps,869 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,40 ms,548 Mbps,70144 kB/s
34.82.76.253,443,136.118.180.134,US,Seattle,隧道,42 ms,625 Mbps,80076 kB/s
35.197.23.75,443,35.212.204.241,US,Seattle,隧道,40 ms,613 Mbps,78540 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,192 Mbps,24678 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,129 ms,43 Mbps,5583 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,134 ms,157 Mbps,20172 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,128 ms,47 Mbps,6111 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,131 ms,42 Mbps,5419 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,139 ms,148 Mbps,19046 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,38 Mbps,4888 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,138 ms,41 Mbps,5367 kB/s
168.138.165.174,443,168.138.165.174,SG,Tokyo,中转,192 ms,30 Mbps,3908 kB/s
