中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,20 ms,594 Mbps,76083 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,657 Mbps,84172 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,158 Mbps,20275 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,220 Mbps,28262 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,67 ms,312 Mbps,40038 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,242 Mbps,31027 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,209 Mbps,26828 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,81 ms,44 Mbps,5721 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,25 ms,648 Mbps,82944 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,233 Mbps,29900 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,112 ms,349 Mbps,44748 kB/s
141.147.100.73,443,98.98.166.170,US,Frankfurt,隧道,93 ms,212 Mbps,27136 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,98 ms,98 Mbps,12595 kB/s
130.162.43.230,443,2a0b:21c0:1007:c7:0:14e1:fd79:8d37,DE,Frankfurt,隧道,90 ms,225 Mbps,28876 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,288 Mbps,36864 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,76 ms,258 Mbps,33075 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,174 ms,248 Mbps,31744 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,202 Mbps,25907 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,182 Mbps,23347 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,247 Mbps,31641 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,59 ms,315 Mbps,40345 kB/s
129.146.254.39,443,129.146.254.39,US,Los Angeles,中转,58 ms,30 Mbps,3946 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,69 ms,48 Mbps,6193 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,283 Mbps,36249 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,73 ms,152 Mbps,19456 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,40 ms,147 Mbps,18841 kB/s
141.144.244.120,443,2606:f240:f00:5a42:0:d473:2c5e:f37a,US,Frankfurt,隧道,94 ms,210 Mbps,26931 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,192 Mbps,24576 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,73 ms,270 Mbps,34611 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,63 ms,364 Mbps,46592 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,92 ms,20 Mbps,2561 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,110 ms,77 Mbps,9932 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,86 ms,1 Mbps,166 kB/s
141.148.245.104,443,2a0b:21c0:1007:cb:0:5eb7:40d9:2a35,DE,Frankfurt,隧道,89 ms,235 Mbps,30105 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,85 ms,244 Mbps,31334 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,77 ms,86 Mbps,11059 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,188 ms,35 Mbps,4589 kB/s
141.147.70.98,443,2a0b:21c0:1007:c9:0:8d7e:82b:40cb,DE,Frankfurt,隧道,100 ms,219 Mbps,28057 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,82 ms,45 Mbps,5860 kB/s
138.2.171.229,443,98.98.166.194,US,Frankfurt,隧道,94 ms,232 Mbps,29798 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,112 ms,236 Mbps,30208 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,91 ms,50 Mbps,6475 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,215 ms,36 Mbps,4628 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,198 ms,73 Mbps,9363 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,91 ms,40 Mbps,5133 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,182 ms,29 Mbps,3779 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,81 ms,233 Mbps,29900 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,105 Mbps,13516 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,205 ms,36 Mbps,4688 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,269 ms,27 Mbps,3495 kB/s
193.123.57.18,443,2a0b:21c0:100a:1b4:0:a093:1e8a:454c,DE,Frankfurt,隧道,105 ms,214 Mbps,27443 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,211 ms,67 Mbps,8667 kB/s
150.230.63.93,443,150.230.63.93,40 Mbps,5128 kB/s
150.230.63.93,,,隧道,0 ms,null Mbps,null kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,217 ms,50 Mbps,6525 kB/s
