中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,796 Mbps,101990 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,4 ms,6 Mbps,823 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,364 Mbps,46694 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,70 ms,248 Mbps,31744 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,308 Mbps,39526 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,224 Mbps,28774 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,67 ms,100 Mbps,12800 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,359 Mbps,45977 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,235 Mbps,30105 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,268 Mbps,34304 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,65 ms,365 Mbps,46796 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,80 ms,312 Mbps,39936 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,211 Mbps,27033 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,312 Mbps,40038 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,81 ms,42 Mbps,5497 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,49 Mbps,6283 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,341 Mbps,43724 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,100 ms,49 Mbps,6300 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,177 ms,42 Mbps,5456 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,172 ms,43 Mbps,5556 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,38 Mbps,4900 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,184 ms,37 Mbps,4833 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,186 ms,109 Mbps,14028 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,38 Mbps,4871 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,214 ms,30 Mbps,3889 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,226 ms,35 Mbps,4525 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,230 ms,0 Mbps,92 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,230 ms,0 Mbps,9 kB/s
64.110.75.145,443,64.110.75.145,KR,Los Angeles,中转,198 ms,72 Mbps,9238 kB/s
168.138.185.234,443,168.138.185.234,SG,Marseille,中转,227 ms,55 Mbps,7057 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,1272 ms,30 Mbps,3935 kB/s
