中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,6 Mbps,849 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,808 Mbps,103424 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,47 ms,516 Mbps,66150 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,388 Mbps,49766 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,432 Mbps,55296 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,47 ms,530 Mbps,67891 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,54 ms,518 Mbps,66355 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,447 Mbps,57241 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,47 ms,444 Mbps,56832 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,100 ms,45 Mbps,5789 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,44 Mbps,5686 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,190 Mbps,24371 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,184 Mbps,23654 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,225 Mbps,28876 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,144 Mbps,18534 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,38 Mbps,4938 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,37 Mbps,4831 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,41 Mbps,5363 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,158 ms,40 Mbps,5199 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,44 Mbps,5750 kB/s
129.154.214.199,443,128.14.104.155,SG,Singapore,隧道,278 ms,49 Mbps,6335 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,220 ms,1 Mbps,170 kB/s
