中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,64 ms,352 Mbps,45158 kB/s
141.147.34.224,443,23.236.112.222,DE,Frankfurt,隧道,91 ms,130 Mbps,16691 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,27 ms,756 Mbps,96768 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,63 ms,358 Mbps,45875 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,27 ms,622 Mbps,79667 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,72 ms,118 Mbps,15155 kB/s
130.61.23.77,443,130.61.23.77,208 Mbps,26624 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::26b:11,US,Los Angeles,隧道,58 ms,47 Mbps,6040 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,93 ms,47 Mbps,6024 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,261 Mbps,33484 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,111 Mbps,14233 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,233 Mbps,29900 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,42 ms,541 Mbps,69324 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,90 ms,46 Mbps,5987 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,236 Mbps,30208 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,60 ms,48 Mbps,6250 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,121 ms,159 Mbps,20377 kB/s
141.144.206.183,443,2a0b:21c0:100a:1b5:0:87ee:5e65:5fc8,DE,Frankfurt,隧道,89 ms,243 Mbps,31129 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,190 ms,83 Mbps,10649 kB/s
143.47.177.139,443,2a0b:21c0:1007:c7:0:173d:d49a:477e,DE,Frankfurt,隧道,108 ms,238 Mbps,30515 kB/s
193.123.33.235,443,163.123.193.5,DE,Frankfurt,隧道,89 ms,228 Mbps,29184 kB/s
138.2.175.160,443,2a0b:21c0:1007:1ca:0:8b13:31b9:a65b,DE,Frankfurt,隧道,107 ms,224 Mbps,28672 kB/s
