中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,375 Mbps,48025 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,14 ms,131 Mbps,16793 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,453 Mbps,58060 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,216 Mbps,27750 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,379 Mbps,48537 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,61 ms,63 Mbps,8103 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,301 Mbps,38604 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,396 Mbps,50790 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,232 Mbps,29696 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,325 Mbps,41676 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,95 ms,44 Mbps,5648 kB/s
132.226.211.247,443,2606:f240:f00:6acf:0:7f86:6eb3:8ab,US,Frankfurt,隧道,99 ms,205 Mbps,26316 kB/s
144.24.167.37,443,2606:f240:f00:2be4:0:a701:e50b:2a94,US,Frankfurt,隧道,101 ms,220 Mbps,28160 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,93 ms,46 Mbps,6009 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,240 Mbps,30720 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,71 ms,369 Mbps,47308 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,102 ms,28 Mbps,3679 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,209 Mbps,26828 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,78 ms,360 Mbps,46080 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,98 ms,300 Mbps,38502 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,162 Mbps,20787 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,93 ms,37 Mbps,4795 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,41 Mbps,5323 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,216 Mbps,27648 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,98 ms,43 Mbps,5572 kB/s
158.101.201.244,443,2a0b:21c0:1007:c9:0:1538:93ee:5290,DE,Frankfurt,隧道,94 ms,284 Mbps,36352 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,138 Mbps,17715 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,193 ms,36 Mbps,4619 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,228 ms,29 Mbps,3770 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,215 ms,39 Mbps,5067 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,103 ms,30 Mbps,3913 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,221 ms,4 Mbps,555 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,206 ms,99 Mbps,12697 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,111 Mbps,14233 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,215 ms,36 Mbps,4620 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,223 ms,68 Mbps,8831 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,183 ms,75 Mbps,9615 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,208 ms,68 Mbps,8801 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:11d,KR,Seoul,隧道,216 ms,80 Mbps,10342 kB/s
130.162.144.191,443,2a09:bac5:4737:1a14::299:6a,KR,Seoul,隧道,213 ms,35 Mbps,4506 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,234 ms,2 Mbps,342 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,230 ms,1 Mbps,155 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,221 ms,38 Mbps,4904 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,215 ms,70 Mbps,8979 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,212 ms,12 Mbps,1621 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,243 ms,0 Mbps,33 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,209 ms,4 Mbps,512 kB/s
168.138.165.174,443,168.138.165.174,SG,San Jose,中转,275 ms,1 Mbps,210 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,1139 ms,40 Mbps,5238 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,318 ms,0 Mbps,12 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,221 ms,0 Mbps,41 kB/s
