中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,413 Mbps,52940 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,12 ms,662 Mbps,84787 kB/s
129.146.7.98,443,2a09:bac5:60ef:183c::26a:47,US,Los Angeles,隧道,48 ms,75 Mbps,9642 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,48 ms,54 Mbps,7012 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,51 ms,436 Mbps,55910 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,738 Mbps,94515 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,14 ms,65 Mbps,8363 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,375 Mbps,48025 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,315 Mbps,40345 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,53 ms,376 Mbps,48230 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,114 ms,93 Mbps,11980 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,372 Mbps,47718 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,56 ms,421 Mbps,53964 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,52 ms,449 Mbps,57548 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,51 ms,448 Mbps,57446 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,104 ms,188 Mbps,24064 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,228 Mbps,29184 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,202 Mbps,25907 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,108 ms,120 Mbps,15360 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,112 ms,184 Mbps,23552 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,188 Mbps,24064 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,46 Mbps,6003 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,184 Mbps,23552 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,125 Mbps,16076 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,171 ms,67 Mbps,8583 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,172 ms,103 Mbps,13209 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,190 ms,74 Mbps,9490 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,200 ms,35 Mbps,4529 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,229 ms,68 Mbps,8778 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,217 ms,2 Mbps,305 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,222 ms,36 Mbps,4657 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,201 ms,0 Mbps,16 kB/s
