中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,22 ms,723 Mbps,92569 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,664 Mbps,85094 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,24 ms,784 Mbps,100352 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,527 Mbps,67481 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,49 ms,537 Mbps,68812 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,47 ms,488 Mbps,62464 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,51 ms,380 Mbps,48640 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,54 ms,286 Mbps,36659 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,482 Mbps,61747 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,434 Mbps,55603 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,176 Mbps,22528 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,200 Mbps,25702 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,125 ms,45 Mbps,5864 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,119 ms,177 Mbps,22732 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,121 ms,21 Mbps,2764 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,120 ms,48 Mbps,6189 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,139 ms,43 Mbps,5507 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,175 Mbps,22425 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,132 ms,156 Mbps,20070 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,44 Mbps,5647 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,163 ms,108 Mbps,13824 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,40 Mbps,5128 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,123 ms,44 Mbps,5758 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,190 ms,35 Mbps,4551 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,209 ms,28 Mbps,3645 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,201 ms,3 Mbps,451 kB/s
131.186.33.175,443,2602:ffe4:407:20da:0:817e:89bc:6bf7,SG,Singapore,隧道,210 ms,68 Mbps,8753 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,205 ms,41 Mbps,5362 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,212 ms,3 Mbps,395 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,198 ms,0 Mbps,5 kB/s
146.56.171.110,443,2602:ffe4:407:20d9:0:41ae:85b1:b72f,SG,Singapore,隧道,241 ms,55 Mbps,7084 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,174 ms,26 Mbps,3431 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,344 ms,0 Mbps,14 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,61 ms,218 Mbps,27955 kB/s
