中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,904 Mbps,115712 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,138 ms,181 Mbps,23244 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,54 ms,406 Mbps,52019 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,52 ms,115 Mbps,14745 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,288 Mbps,36966 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,366 Mbps,46899 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,376 Mbps,48230 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,271 Mbps,34713 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,47 Mbps,6100 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,54 ms,42 Mbps,5415 kB/s
132.226.31.178,443,2a09:bac5:60ec:78::c:32f,US,Los Angeles,隧道,52 ms,48 Mbps,6159 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,68 ms,652 Mbps,83558 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,104 ms,200 Mbps,25702 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,54 ms,427 Mbps,54681 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,51 ms,104 Mbps,13312 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,55 ms,444 Mbps,56832 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,372 Mbps,47616 kB/s
152.70.44.25,443,163.123.193.8,DE,Frankfurt,隧道,105 ms,184 Mbps,23654 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,125 Mbps,16076 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,45 Mbps,5854 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,52 ms,45 Mbps,5876 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,52 ms,414 Mbps,53043 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,101 ms,39 Mbps,5074 kB/s
141.147.75.27,443,2606:f240:f00:83a7:0:9510:d613:b8d8,US,Frankfurt,隧道,237 ms,177 Mbps,22732 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,52 ms,47 Mbps,6046 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,51 ms,378 Mbps,48435 kB/s
129.159.32.14,443,129.159.32.14,US,San Jose,中转,51 ms,375 Mbps,48025 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,96 ms,47 Mbps,6025 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,25 ms,33 Mbps,4325 kB/s
130.162.188.71,443,2a0b:21c0:1007:1c8:0:fc39:731c:3a37,DE,Frankfurt,隧道,109 ms,139 Mbps,17817 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,211 Mbps,27033 kB/s
130.162.243.84,443,2a0b:21c0:100a:1b3:0:4c93:abc5:e65c,DE,Frankfurt,隧道,105 ms,108 Mbps,13926 kB/s
130.61.23.77,443,130.61.23.77,118 Mbps,15155 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,99 ms,185 Mbps,23756 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,362 Mbps,46387 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,96 ms,185 Mbps,23756 kB/s
152.70.58.30,443,2a0b:21c0:100a:1b1:0:6183:80ef:8b8c,DE,Frankfurt,隧道,103 ms,101 Mbps,13004 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,228 Mbps,29184 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,168 ms,45 Mbps,5859 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,110 ms,211 Mbps,27033 kB/s
152.70.58.184,443,163.123.193.6,DE,Frankfurt,隧道,104 ms,123 Mbps,15769 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,105 ms,28 Mbps,3698 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,97 ms,207 Mbps,26521 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,168 ms,59 Mbps,7653 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,100 ms,21 Mbps,2813 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,152 ms,38 Mbps,4941 kB/s
158.178.159.132,443,2a0b:21c0:1007:1c9:0:9667:412:4652,DE,Frankfurt,隧道,105 ms,192 Mbps,24678 kB/s
129.159.241.239,443,2a0b:21c0:1007:1c8:0:a770:e060:f33d,DE,Frankfurt,隧道,104 ms,141 Mbps,18124 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,197 ms,16 Mbps,2162 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,61 ms,213 Mbps,27340 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,223 ms,198 Mbps,25395 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,165 ms,100 Mbps,12800 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,213 ms,67 Mbps,8625 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,264 ms,75 Mbps,9725 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,168 ms,99 Mbps,12697 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,166 ms,99 Mbps,12697 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,189 ms,75 Mbps,9707 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,194 ms,77 Mbps,9916 kB/s
