中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,824 Mbps,105472 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,15 ms,7 Mbps,932 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,49 ms,480 Mbps,61542 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,49 ms,464 Mbps,59392 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,384 Mbps,49254 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,416 Mbps,53350 kB/s
129.146.46.164,443,129.146.46.164,324 Mbps,41472 kB/s
129.146.46.164,US,null Mbps,null kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,50 ms,520 Mbps,66560 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,384 Mbps,49152 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,172 Mbps,22118 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,225 Mbps,28876 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,50 ms,361 Mbps,46284 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,259 Mbps,33177 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,153 ms,47 Mbps,6089 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,48 Mbps,6267 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,48 Mbps,6227 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,140 ms,151 Mbps,19353 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,143 ms,45 Mbps,5857 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,151 ms,161 Mbps,20684 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,43 Mbps,5522 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,44 Mbps,5657 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,33 Mbps,4322 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,2 Mbps,340 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,225 ms,0 Mbps,7 kB/s
