中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,423 Mbps,54169 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,19 ms,1072 Mbps,137216 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,632 Mbps,80896 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,55 ms,483 Mbps,61849 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,18 ms,62 Mbps,7989 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,17 ms,562 Mbps,71987 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,48 ms,487 Mbps,62361 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,36 ms,71 Mbps,9118 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,400 Mbps,51200 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,61 ms,504 Mbps,64512 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,60 ms,51 Mbps,6556 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,78 ms,414 Mbps,53043 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,19 ms,455 Mbps,58265 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,45 Mbps,5812 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,59 ms,438 Mbps,56115 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,364 Mbps,46694 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,219 Mbps,28057 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,15 ms,65 Mbps,8433 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,38 ms,314 Mbps,40243 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,128 Mbps,16384 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,182 Mbps,23347 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,219 Mbps,28057 kB/s
141.144.195.62,443,98.98.156.18,DE,Frankfurt,隧道,128 ms,220 Mbps,28160 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,61 ms,497 Mbps,63692 kB/s
130.162.225.64,443,2606:f240:f00:83a7:0:2d7d:c732:8a97,US,Frankfurt,隧道,112 ms,204 Mbps,26214 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,208 Mbps,26726 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,248 Mbps,31744 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,44 ms,5 Mbps,661 kB/s
129.159.198.107,443,2606:f240:f00:a683:0:1328:358c:17a9,US,Frankfurt,隧道,106 ms,226 Mbps,28979 kB/s
141.147.64.246,443,2a0b:21c0:1007:1ca:0:7d63:86d8:2626,DE,Frankfurt,隧道,117 ms,157 Mbps,20172 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,51 ms,46 Mbps,6000 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,170 ms,42 Mbps,5455 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,55 ms,555 Mbps,71065 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,144 Mbps,18534 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,50 ms,381 Mbps,48844 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,172 ms,103 Mbps,13209 kB/s
8.219.182.241,443,8.222.220.238,SG,Singapore,隧道,229 ms,60 Mbps,7734 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,105 ms,42 Mbps,5413 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,304 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,50 ms,49 Mbps,6382 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,115 ms,42 Mbps,5479 kB/s
144.22.252.124,443,144.22.252.124,BR,S
