中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,67 ms,517 Mbps,66252 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,60 ms,16 Mbps,2101 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,824 Mbps,105472 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,30 ms,64 Mbps,8298 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,499 Mbps,63897 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,21 ms,563 Mbps,72089 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,67 ms,527 Mbps,67481 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,72 ms,368 Mbps,47206 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,22 ms,81 Mbps,10444 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,76 ms,469 Mbps,60108 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,112 ms,57 Mbps,7319 kB/s
129.146.46.164,443,129.146.46.164,272 Mbps,34918 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,107 ms,179 Mbps,22937 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,92 Mbps,11878 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,58 ms,415 Mbps,53145 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,105 ms,429 Mbps,54988 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,56 ms,408 Mbps,52224 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,54 ms,59 Mbps,7658 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,62 ms,300 Mbps,38400 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,125 ms,45 Mbps,5817 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,202 Mbps,25907 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,140 Mbps,18022 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,49 Mbps,6378 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,113 ms,46 Mbps,5976 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,227 Mbps,29081 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,72 ms,428 Mbps,54784 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,134 ms,204 Mbps,26112 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,123 ms,96 Mbps,12390 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,119 ms,248 Mbps,31846 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,110 ms,42 Mbps,5395 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,235 Mbps,30105 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b5:0:ff8a:617f:2148,DE,Frankfurt,隧道,117 ms,187 Mbps,23961 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,127 ms,44 Mbps,5654 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,118 ms,23 Mbps,3013 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,111 ms,40 Mbps,5171 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,115 ms,43 Mbps,5551 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,168 Mbps,21606 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,175 ms,107 Mbps,13721 kB/s
158.101.202.140,443,2a0b:21c0:100a:1b5:0:eeef:f1e0:9122,DE,Frankfurt,隧道,109 ms,105 Mbps,13516 kB/s
168.138.149.17,443,168.138.149.17,BR,S
