中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,736 Mbps,94310 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,65 ms,315 Mbps,40345 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,368 Mbps,47206 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,452 Mbps,57856 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,336 Mbps,43110 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,70 ms,358 Mbps,45875 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,211 Mbps,27033 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,82 ms,303 Mbps,38809 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,218 Mbps,27955 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,71 ms,370 Mbps,47411 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,38 Mbps,4957 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,47 Mbps,6029 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,252 Mbps,32256 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,314 Mbps,40243 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,0 Mbps,57 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,153 Mbps,19660 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,41 Mbps,5274 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,165 ms,40 Mbps,5234 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,164 ms,40 Mbps,5195 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,36 Mbps,4682 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,217 ms,12 Mbps,1547 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,32 Mbps,4128 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,197 ms,26 Mbps,3400 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,195 ms,88 Mbps,11366 kB/s
