中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,21 ms,574 Mbps,73523 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,36 ms,606 Mbps,77619 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,352 Mbps,45056 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,23 ms,78 Mbps,9990 kB/s
129.146.7.98,443,2a09:bac5:60ec:1173::1bd:fd,US,Los Angeles,隧道,20 ms,93 Mbps,11980 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,42 ms,612 Mbps,78438 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,346 Mbps,44339 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,26 ms,848 Mbps,108544 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,22 ms,40 Mbps,5239 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,500 Mbps,64000 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,32 ms,1080 Mbps,138240 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,67 ms,22 Mbps,2922 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,20 ms,722 Mbps,92467 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,147 ms,200 Mbps,25702 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,67 ms,509 Mbps,65228 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,67 ms,14 Mbps,1824 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,56 ms,49 Mbps,6399 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,120 ms,228 Mbps,29286 kB/s
193.123.34.7,443,2a0b:21c0:1007:1ca:0:f3c2:dd8b:d28b,DE,Frankfurt,隧道,138 ms,153 Mbps,19660 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,95 ms,195 Mbps,24985 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,146 ms,186 Mbps,23859 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,161 ms,148 Mbps,18944 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,136 ms,46 Mbps,5917 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,134 ms,138 Mbps,17715 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,146 ms,44 Mbps,5717 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,123 Mbps,15769 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,175 ms,140 Mbps,17920 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,137 ms,151 Mbps,19353 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,153 ms,188 Mbps,24166 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,130 ms,155 Mbps,19865 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,145 ms,36 Mbps,4617 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,148 ms,41 Mbps,5357 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,165 ms,136 Mbps,17408 kB/s
144.21.35.132,443,209.177.81.218,DE,Frankfurt,隧道,140 ms,152 Mbps,19558 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,189 ms,88 Mbps,11366 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,210 ms,40 Mbps,5149 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,164 ms,104 Mbps,13414 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,143 ms,41 Mbps,5285 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,159 ms,41 Mbps,5333 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,154 ms,39 Mbps,4994 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,165 ms,38 Mbps,4943 kB/s
130.162.144.191,443,2a09:bac1:3f40::20b:50,KR,Seoul,隧道,160 ms,36 Mbps,4713 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,186 ms,2 Mbps,369 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,193 ms,23 Mbps,3040 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,204 ms,12 Mbps,1543 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,212 ms,36 Mbps,4677 kB/s
193.122.125.14,443,128.14.110.206,SG,Singapore,隧道,259 ms,51 Mbps,6545 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,157 ms,13 Mbps,1713 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,175 ms,0 Mbps,35 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,255 ms,74 Mbps,9593 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,139 ms,13 Mbps,1778 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,245 ms,27 Mbps,3488 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,264 ms,16 Mbps,2165 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,339 ms,0 Mbps,18 kB/s
