中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,30 ms,1280 Mbps,163840 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,4 ms,467 Mbps,59801 kB/s
35.230.79.26,443,35.212.238.81,US,Seattle,隧道,37 ms,578 Mbps,74035 kB/s
35.197.23.75,443,35.212.238.81,US,Seattle,隧道,56 ms,636 Mbps,81510 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,20 ms,1248 Mbps,159744 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,41 ms,550 Mbps,70451 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,30 ms,1256 Mbps,160768 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,544 Mbps,69632 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,356 Mbps,45568 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,880 Mbps,112640 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,317 Mbps,40652 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,77 ms,2 Mbps,283 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,120 ms,227 Mbps,29081 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,43 Mbps,5566 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,137 ms,164 Mbps,21094 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,129 ms,41 Mbps,5332 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,141 ms,135 Mbps,17305 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,40 Mbps,5189 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,148 ms,42 Mbps,5430 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,161 ms,110 Mbps,14131 kB/s
158.101.201.244,443,163.123.193.5,DE,Munich,隧道,142 ms,122 Mbps,15667 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,193 ms,33 Mbps,4289 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,199 ms,29 Mbps,3770 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,138 ms,46 Mbps,5983 kB/s
