中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,30 ms,576 Mbps,73728 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,17 ms,713 Mbps,91340 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,38 Mbps,4890 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,66 ms,306 Mbps,39219 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,268 Mbps,34304 kB/s
129.146.46.164,443,129.146.46.164,US,200 Mbps,25600 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,494 Mbps,63283 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,70 ms,279 Mbps,35737 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,90 ms,237 Mbps,30412 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,208 Mbps,26726 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,89 ms,200 Mbps,25600 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,111 ms,44 Mbps,5736 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,63 ms,293 Mbps,37580 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,68 ms,299 Mbps,38297 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,69 ms,101 Mbps,13004 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,148 ms,816 Mbps,104448 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,287 Mbps,36761 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,97 ms,46 Mbps,5961 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,89 ms,122 Mbps,15667 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,67 ms,337 Mbps,43212 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,247 Mbps,31641 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,71 ms,292 Mbps,37478 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,244 Mbps,31232 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,97 ms,99 Mbps,12697 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,266 Mbps,34099 kB/s
130.61.170.78,443,130.61.170.78,DE,Düsseldorf,中转,89 ms,174 Mbps,22323 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,89 ms,108 Mbps,13824 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,104 Mbps,13414 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::c:374,US,Los Angeles,隧道,81 ms,45 Mbps,5880 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,76 ms,44 Mbps,5657 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,119 ms,167 Mbps,21401 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,77 ms,347 Mbps,44441 kB/s
192.9.152.46,443,192.9.152.46,US,San Jose,中转,77 ms,49 Mbps,6356 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,100 ms,32 Mbps,4104 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,219 ms,10 Mbps,1355 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,70 ms,43 Mbps,5625 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,183 ms,77 Mbps,9865 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,101 Mbps,13004 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,81 ms,349 Mbps,44748 kB/s
144.21.53.157,443,2a09:bac5:3803:ebe::178:119,GB,London,隧道,115 ms,6 Mbps,838 kB/s
47.88.93.96,443,47.251.149.52,US,San Jose,隧道,98 ms,3 Mbps,505 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,64 ms,330 Mbps,42291 kB/s
47.253.104.12,443,47.251.149.54,US,San Jose,隧道,158 ms,2 Mbps,359 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,79 ms,53 Mbps,6885 kB/s
130.162.49.248,443,2a0b:21c0:1007:ca:0:c22:2221:4840,DE,Frankfurt,隧道,88 ms,137 Mbps,17612 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,218 Mbps,27955 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,118 ms,42 Mbps,5390 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,223 ms,2 Mbps,285 kB/s
144.21.39.32,443,2a0b:21c0:100a:1b0:0:37a7:787d:44da,DE,Frankfurt,隧道,87 ms,112 Mbps,14438 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,233 ms,46 Mbps,5891 kB/s
150.230.238.226,443,150.230.238.226,IN,Mumbai,中转,189 ms,92 Mbps,11878 kB/s
192.9.158.188,443,2a09:bac5:6440:1246::1d2:4b,US,San Jose,隧道,70 ms,177 Mbps,22732 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,89 ms,43 Mbps,5570 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,40 Mbps,5122 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,185 ms,84 Mbps,10854 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,209 ms,12 Mbps,1554 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,188 ms,36 Mbps,4725 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,201 ms,31 Mbps,4020 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,221 ms,58 Mbps,7435 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,187 ms,78 Mbps,10035 kB/s
132.145.82.209,443,132.145.82.209,KR,Seoul,中转,190 ms,0 Mbps,58 kB/s
168.138.209.31,443,2a09:bac1:3b40:138::16:1cb,JP,Tokyo,隧道,221 ms,35 Mbps,4568 kB/s
8.209.77.140,443,47.251.149.51,US,San Jose,隧道,92 ms,2 Mbps,328 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,185 ms,84 Mbps,10854 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,208 ms,37 Mbps,4785 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,205 ms,33 Mbps,4269 kB/s
8.209.250.150,443,47.251.149.55,US,San Jose,隧道,165 ms,2 Mbps,277 kB/s
