中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,15 ms,75 Mbps,9682 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,286 Mbps,36659 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,53 ms,513 Mbps,65740 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,601 Mbps,77004 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,58 ms,500 Mbps,64102 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,58 ms,464 Mbps,59392 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,35 ms,3 Mbps,443 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,411 Mbps,52633 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,555 Mbps,71065 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,30 ms,1096 Mbps,140288 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,407 Mbps,52121 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,39 ms,47 Mbps,6056 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,43 ms,76 Mbps,9809 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,118 ms,217 Mbps,27852 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,80 ms,536 Mbps,68608 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,35 ms,65 Mbps,8351 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,18 ms,76 Mbps,9796 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,110 ms,45 Mbps,5847 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,62 ms,265 Mbps,33996 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,63 ms,396 Mbps,50688 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,110 ms,36 Mbps,4690 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,70 ms,440 Mbps,56422 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,27 ms,48 Mbps,6195 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,103 ms,43 Mbps,5609 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,53 ms,370 Mbps,47411 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,61 ms,539 Mbps,69017 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,196 Mbps,25190 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,191 Mbps,24473 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,172 Mbps,22016 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,123 ms,48 Mbps,6152 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,242 Mbps,31027 kB/s
193.123.57.244,443,98.98.156.18,DE,Frankfurt,隧道,114 ms,196 Mbps,25088 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,296 Mbps,37990 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,101 ms,40 Mbps,5147 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,107 ms,23 Mbps,3031 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,115 ms,186 Mbps,23859 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,213 ms,38 Mbps,4953 kB/s
143.47.244.160,443,2a0b:21c0:100a:1b1:0:39a0:cdd:d0a1,DE,Frankfurt,隧道,131 ms,181 Mbps,23244 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,48 ms,6 Mbps,891 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,176 ms,98 Mbps,12595 kB/s
144.22.252.124,443,144.22.252.124,BR,S
