中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,560 Mbps,71680 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,58 ms,52 Mbps,6775 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,304 Mbps,38912 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,50 Mbps,6452 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,35 ms,42 Mbps,5378 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,85 ms,45 Mbps,5768 kB/s
47.253.206.29,443,47.253.206.29,US,Ashburn,中转,6 ms,42 Mbps,5487 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,41 ms,684 Mbps,87552 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,15 ms,58 Mbps,7536 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,69 ms,564 Mbps,72294 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,245 Mbps,31436 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,137 ms,246 Mbps,31539 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,299 Mbps,38297 kB/s
47.253.223.200,443,47.253.223.200,US,Ashburn,中转,38 ms,0 Mbps,98 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,40 ms,76 Mbps,9770 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,73 ms,7 Mbps,908 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,281 Mbps,36044 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,232 Mbps,29798 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,105 ms,403 Mbps,51609 kB/s
132.226.31.178,443,2a09:bac5:60ed:183c::26a:2c,US,Los Angeles,隧道,55 ms,43 Mbps,5614 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,54 ms,47 Mbps,6121 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,60 ms,44 Mbps,5669 kB/s
