中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,16 ms,968 Mbps,123904 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,606 Mbps,77619 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,17 ms,832 Mbps,106496 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,344 Mbps,44134 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,53 ms,404 Mbps,51712 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,196 Mbps,25088 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,55 ms,442 Mbps,56627 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,25 ms,555 Mbps,71065 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,21 ms,72 Mbps,9324 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,80 ms,347 Mbps,44441 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,63 ms,476 Mbps,60928 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,536 Mbps,68710 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,49 ms,544 Mbps,69632 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,420 Mbps,53760 kB/s
152.70.52.84,443,2a0b:21c0:1007:ca:0:6f39:7631:b85,DE,Frankfurt,隧道,110 ms,204 Mbps,26112 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,35 ms,78 Mbps,10035 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,195 Mbps,24985 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,110 ms,47 Mbps,6032 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,58 ms,432 Mbps,55398 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,148 Mbps,18944 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,61 ms,279 Mbps,35737 kB/s
158.101.221.74,443,2606:f240:f00:83a7:0:f218:6ae5:d212,US,Frankfurt,隧道,108 ms,211 Mbps,27033 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,228 Mbps,29286 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,120 ms,231 Mbps,29593 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,132 ms,45 Mbps,5883 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,179 Mbps,22937 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,43 Mbps,5586 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,114 ms,41 Mbps,5336 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,122 ms,41 Mbps,5312 kB/s
143.47.190.37,443,2606:f240:f00:2be4:0:9fa5:3a32:5d8c,US,Frankfurt,隧道,108 ms,168 Mbps,21606 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,127 ms,36 Mbps,4673 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,37 Mbps,4836 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,155 ms,161 Mbps,20684 kB/s
144.21.35.132,443,2a0b:21c0:1007:1ca:0:8ba7:5ee8:13e6,DE,Frankfurt,隧道,127 ms,188 Mbps,24064 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,191 ms,85 Mbps,10956 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,47 Mbps,6070 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,180 ms,44 Mbps,5686 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,38 Mbps,4990 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,212 ms,2 Mbps,352 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,189 ms,96 Mbps,12288 kB/s
130.162.144.191,443,2a09:bac1:3f00::20b:7c,KR,Seoul,隧道,213 ms,38 Mbps,4922 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,241 ms,77 Mbps,9902 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,221 ms,47 Mbps,6117 kB/s
8.219.192.155,443,47.245.127.33,SG,Singapore,隧道,242 ms,22 Mbps,2881 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,34 Mbps,4358 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,12 Mbps,1658 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,228 ms,3 Mbps,509 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,243 ms,45 Mbps,5821 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,267 ms,35 Mbps,4553 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,176 ms,0 Mbps,40 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,227 ms,27 Mbps,3500 kB/s
