中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,4 ms,37 Mbps,4787 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,13 ms,56 Mbps,7212 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,10 ms,1136 Mbps,145408 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,74 ms,312 Mbps,39936 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,770 Mbps,98611 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,9 ms,1176 Mbps,150528 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,292 Mbps,37478 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,260 Mbps,33280 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,70 ms,288 Mbps,36966 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,96 ms,45 Mbps,5869 kB/s
141.148.243.80,443,2a0b:21c0:1007:c9:0:10ee:53b3:b0c1,DE,Frankfurt,隧道,101 ms,267 Mbps,34201 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,85 ms,276 Mbps,35328 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,239 Mbps,30617 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,73 ms,334 Mbps,42803 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,75 ms,343 Mbps,43929 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,248 Mbps,31744 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,78 ms,417 Mbps,53452 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,84 ms,44 Mbps,5646 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Las Vegas,隧道,62 ms,50 Mbps,6494 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,45 Mbps,5794 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,209 Mbps,26828 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,186 ms,104 Mbps,13312 kB/s
141.147.98.27,443,98.98.156.14,DE,Frankfurt,隧道,100 ms,115 Mbps,14745 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,91 ms,42 Mbps,5466 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,257 Mbps,32972 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,48 Mbps,6196 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,160 ms,3 Mbps,416 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,184 ms,45 Mbps,5760 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,187 ms,42 Mbps,5461 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,186 ms,41 Mbps,5299 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,248 ms,33 Mbps,4325 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,37 Mbps,4839 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,205 ms,84 Mbps,10752 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,38 Mbps,4969 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,234 ms,2 Mbps,313 kB/s
193.122.117.94,443,128.14.110.206,SG,Singapore,隧道,264 ms,58 Mbps,7517 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,240 ms,4 Mbps,554 kB/s
193.122.114.226,443,2602:ffe4:407:20da:0:22bd:b4fd:eb02,SG,Singapore,隧道,251 ms,56 Mbps,7263 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,201 ms,12 Mbps,1634 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,194 ms,30 Mbps,3959 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,251 ms,0 Mbps,33 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,228 ms,2 Mbps,299 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,84 ms,42 Mbps,5448 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,26 Mbps,3385 kB/s
