中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,533 Mbps,68300 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,223 Mbps,28569 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,68 ms,328 Mbps,41984 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,23 ms,696 Mbps,89190 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,163 Mbps,20889 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,296 Mbps,37990 kB/s
130.61.23.77,443,130.61.23.77,153 Mbps,19660 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
152.70.29.124,443,2606:f240:f00:dd8d:0:2ea4:fe8d:5481,US,Frankfurt,隧道,90 ms,208 Mbps,26726 kB/s
158.101.214.203,443,2606:f240:f00:2be4:0:c62f:3c68:8526,US,Paris,隧道,89 ms,249 Mbps,31948 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,262 Mbps,33587 kB/s
144.22.252.124,443,144.22.252.124,BR,S
