中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,27 ms,824 Mbps,105472 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,48 ms,327 Mbps,41881 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,35 ms,605 Mbps,77516 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,660 Mbps,84480 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,670 Mbps,85811 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,36 ms,725 Mbps,92876 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,27 ms,1072 Mbps,137216 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,25 ms,1040 Mbps,133120 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,35 ms,646 Mbps,82739 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,37 ms,557 Mbps,71372 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,77 ms,1 Mbps,234 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,189 Mbps,24268 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,122 ms,41 Mbps,5259 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,129 ms,165 Mbps,21196 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,142 ms,129 Mbps,16588 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,133 ms,50 Mbps,6418 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,133 ms,50 Mbps,6409 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,132 ms,173 Mbps,22220 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,137 ms,45 Mbps,5771 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,129 ms,42 Mbps,5461 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,146 ms,190 Mbps,24371 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,167 ms,46 Mbps,5898 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,137 ms,48 Mbps,6188 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,166 ms,108 Mbps,13926 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,213 ms,41 Mbps,5271 kB/s
