中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,497 Mbps,63692 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,67 ms,290 Mbps,37171 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,38 ms,560 Mbps,71782 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,1 Mbps,162 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,259 Mbps,33177 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,23 ms,530 Mbps,67891 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,57 ms,538 Mbps,68915 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,6 ms,484 Mbps,62054 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,129 ms,203 Mbps,26009 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,320 Mbps,41062 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,44 Mbps,5683 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,84 ms,222 Mbps,28467 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,64 ms,92 Mbps,11878 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,88 ms,37 Mbps,4845 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,73 ms,269 Mbps,34508 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,293 Mbps,37580 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,250 Mbps,32051 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,83 ms,21 Mbps,2745 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,61 ms,61 Mbps,7915 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,90 ms,102 Mbps,13107 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,262 Mbps,33587 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,64 ms,323 Mbps,41369 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,94 ms,116 Mbps,14848 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,82 ms,52 Mbps,6782 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,231 Mbps,29593 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,13 ms,67 Mbps,8646 kB/s
152.67.148.232,443,2a0b:21c0:1007:c7:0:8c79:4857:8b73,DE,Frankfurt,隧道,176 ms,76 Mbps,9771 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,227 Mbps,29081 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,72 ms,93 Mbps,11980 kB/s
143.47.185.197,443,98.98.166.202,AE,Frankfurt,隧道,89 ms,132 Mbps,16998 kB/s
141.147.88.123,443,2a0b:21c0:100a:1b0:0:2663:fc2e:8d49,DE,Frankfurt,隧道,101 ms,113 Mbps,14540 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,105 ms,308 Mbps,39526 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,108 ms,88 Mbps,11366 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,71 ms,290 Mbps,37171 kB/s
152.67.137.49,443,2a0b:21c0:1007:1ca:0:37fd:6f1d:84d8,DE,Frankfurt,隧道,204 ms,194 Mbps,24883 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,39 Mbps,5044 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,105 ms,9 Mbps,1204 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,264 Mbps,33894 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,108 ms,47 Mbps,6128 kB/s
129.159.37.229,443,129.159.37.229,US,San Jose,中转,84 ms,46 Mbps,5932 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,233 Mbps,29900 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,81 ms,0 Mbps,61 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,89 ms,9 Mbps,1262 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,83 ms,36 Mbps,4690 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,189 ms,96 Mbps,12390 kB/s
141.147.97.106,443,2a0b:21c0:100a:1b6:0:a4c2:1d2f:39eb,DE,Frankfurt,隧道,97 ms,118 Mbps,15155 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,81 ms,37 Mbps,4849 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,198 ms,33 Mbps,4333 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,200 Mbps,25600 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,227 Mbps,29081 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,204 ms,87 Mbps,11161 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,98 ms,40 Mbps,5241 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,208 ms,34 Mbps,4448 kB/s
