中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,688 Mbps,88064 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,548 Mbps,70246 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,47 ms,492 Mbps,63078 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,49 ms,484 Mbps,62054 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,49 ms,511 Mbps,65433 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,384 Mbps,49254 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,504 Mbps,64614 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,120 ms,198 Mbps,25395 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,134 ms,144 Mbps,18534 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,44 Mbps,5684 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,144 ms,38 Mbps,4911 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,125 ms,46 Mbps,6005 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,142 ms,41 Mbps,5331 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,25 Mbps,3201 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,125 ms,42 Mbps,5423 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,184 ms,43 Mbps,5596 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,193 ms,43 Mbps,5600 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,193 ms,0 Mbps,20 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,208 ms,33 Mbps,4337 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,161 ms,144 Mbps,18534 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,145 ms,0 Mbps,103 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1123 ms,279 Mbps,35737 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,1205 ms,43 Mbps,5518 kB/s
