中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,8 ms,7 Mbps,968 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,781 Mbps,100044 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,271 Mbps,34713 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,387 Mbps,49561 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,380 Mbps,48742 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,456 Mbps,58368 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,65 ms,334 Mbps,42803 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,69 ms,408 Mbps,52224 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,351 Mbps,44953 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,68 ms,406 Mbps,52019 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,103 ms,289 Mbps,37068 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,99 ms,48 Mbps,6191 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,236 Mbps,30310 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,46 Mbps,5911 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,226 Mbps,28979 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,165 ms,41 Mbps,5336 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,118 Mbps,15155 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,41 Mbps,5351 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,179 ms,38 Mbps,4938 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,178 ms,37 Mbps,4759 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,173 ms,122 Mbps,15667 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,39 Mbps,5049 kB/s
